,addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,homepage,mapx,mapy,mlevel,modifiedtime,overview,sigungucode,title,zipcode,tel,telname
996,경기도 안산시 단원구 대부황금로 7,(선감동),31,0,A02,A0206,A02060300,654645,14,20081119092020,http://tong.visitkorea.or.kr/cms/resource/50/1589650_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/1589650_image3_1.jpg,"안산도시공사 어촌민속박물관 페이지 <a href=""http://www.ansanuc.net/home/10106/40052/contents.do
"" target=""_blank"" title=""새창 : 안산도시공사 어촌민속박물관 페이지 홈페이지로 이동"">http://www.ansanuc.net/home/10106/40052/contents.do
</a>",126.6461116918,37.1924945304,6.0,20191001160357,"안산어촌민속박물관은 경기도 대부도 탄도항에 위치한 박물관으로 간척사업으로 인해 사라져가는 경기만 갯벌의 문화와 생활상을 연구하고 보존하기 위하여 설립되었다. 박물관 상설전시실은 총 3개 관으로 경기만 갯벌의 생태, 민속, 문화에 대한 다양한 전시가 준비되어 있다. 수유실, 도서실, 3D영상실의 기타편의시설이 운영되고 있으며 가족단위 관람객을 위한 주말 생태체험프로그램이 연간 운영되고 있다.<br>",15,안산 어촌민속박물관,15652.0,,
997,경기도 안산시 단원구 화랑로 312,(고잔동),31,0,A02,A0206,A02060600,130556,14,20050401000000,http://tong.visitkorea.or.kr/cms/resource/28/182828_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/182828_image2_1.jpg,"안산문화예술의전당 <a href=""http://www.ansanart.com"" target=""_blank"" title=""새창 : 안산문화예술의전당 홈페이지로 이동"">http://www.ansanart.com</a>",126.82295880049999,37.3186413608,6.0,20180913144255,"2004년 6월 17일 준공을 하였으며, 여르미오 축제와 하모니 축제를 성공적으로 치르면서 문화예술의전당의 각 부분에 대한 치밀한 점검을 거쳐 10월 2일  안산시민의날을 맞아 개관을 하였다. 
전국 최고 수준을 자랑하는 최첨단의 시설과 이 시설을 움직일 무대예술 전문가들은 앞으로 어떠한 장르의 세계적인 대작이라 할지라도 무리없이 소화해낼 수 있을 것이다. <br>",15,안산문화예술의전당,15355.0,,
998,경기도 안산시 상록구 석호로 144,(사동),31,0,A02,A0206,A02060700,129864,14,20071106013335,http://tong.visitkorea.or.kr/cms/resource/74/1852774_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/1852774_image3_1.jpg,"안산문화원 <a href=""http://www.ansanculture.or.kr"" target=""_blank"" title=""새창 : 안산문화원 홈페이지로 이동"">http://www.ansanculture.or.kr</a>",126.8476682021,37.299305151999995,6.0,20181029160355,"안산문화원은 지방문화원진흥법에 의해 설립된 전국 220개 지방문화원중 1984년 5월 안산지역에 설립된 특별공익법인(정부재정지원기관)으로 향토고유문화의 보존 전능사업, 향토유물, 사료의 조사수집과 발굴, 보존활동사업, 지역사회의 교육활동사업, 홍보. 전시활동사업, 지역문화 계발활동사업 등 5대 문화사업을 추진하고 있다. <br>",15,안산문화원,15585.0,,
999,경기도 안성시 보개면 남사당로 198-2,,31,0,A02,A0206,A02060600,130547,14,20050309000000,http://tong.visitkorea.or.kr/cms/resource/81/1781881_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/1781881_image3_1.jpg,"안성문화관광 남사당공연장페이지 <a title=""새창: 안성문화관광 남사당공연장 페이지로 이동"" href=""http://www.namsadangnori.or.kr"" target=""_blank"">http://www.namsadangnori.or.kr</a>",127.31014487590001,37.0318221187,6.0,20181024133942,"안성시립 남사당바우덕이풍물단은 우리나라 남사당패의 발생지로서 조선시대 최고의 예술
 가이자 최초의 연예인으로 평가되는 안성 “바우덕이”의 예술혼을 이어 받아 민족대중문화인 남사당놀이를 보존하고 세계화하기 위해 결성하였다.
<br />
 전국 최초로 남사당놀이를 상설공연 프로그램으로 운영하여 우리 민속문화를 현대사회에 
 대중화 하는데 앞장서고 있으며 남사당놀이를 활용한 다양한 체험프로그램을 개발하여 보급하고 있다. 또한 풍물놀이 등 각 기능별로 체계적인 교육프로그램을 운영함으로써 인재를 양성하고 있으며 세계 각국을 다니며 순회공연을 함으로써 우리문화를 널리 알리고 있다. 아울러 해마다 바우덕이축제를 개최하고 직접 다양한 공연·체험할동을 운영함으로써 
 가장 특색 있는 세계적인 축제로 자리잡도록 힘쓰고 있다. <br>",16,안성 남사당 공연장,17508.0,,
1000,경기도 안성시 원곡면 만세로 868,,31,0,A02,A0206,A02060200,130439,14,20041228000000,http://tong.visitkorea.or.kr/cms/resource/60/190860_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/190860_image3_1.jpg,"안성 3.1운동기념관 <a href=""https://www.anseong.go.kr/tourPortal/41/main.do"" target=""_blank"" title=""새창 : 안성 3.1운동기념관 홈페이지로 이동"">https://www.anseong.go.kr/tourPortal/41/main.do</a>",127.1752784178,37.0627716844,6.0,20181030101508,"안성에서 일어났던 원곡, 양성 독립운동은 평안북도 의주군, 황해도 수안군과 함께 민족대표 33인이 재판에도 인용될 만큼 격렬했던 3.1운동 3대 실력항쟁지이다. 특히 다른 지역과 연결, 조직적으로 진행된 것이 아닌 농민들이 주축이 되어 전 주민이 참가했던 운동이었다는 점에서 더욱 큰 의의를 두고 있다. 3.1운동의 역사를 되새기고, 안성지역의 순국선열들의 희생정신과 독립정신을 기리기위한 이 지역의 성역화사업으로 안성 3.1운동기념관을 건립하였다. 이 기념관은 후손과 후학들에게 국가와 민족과 동포가 무엇인가를 일깨우고,  자랑스런 선열들을 민족의 긍지로 여기며, 그 분들의 숭고한 정신을 계승·발전시켜 스스로 삶의 표본으로 세우는 산교육의 장이 될 것이다. <br>",16,안성 3.1운동기념관,17555.0,,
1001,경기도 안성시 대덕면 서동대로 4726-15,,31,0,A02,A0206,A02060100,130440,14,20041223000000,http://tong.visitkorea.or.kr/cms/resource/80/1589680_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/1589680_image3_1.jpg,"안성맞춤박물관 <a href=""http://www.anseong.go.kr/position/museum/"" target=""_blank"" title=""새창 : 안성맞춤박물관 홈페이지로 이동"">http://www.anseong.go.kr</a>",127.2283306103,37.0114035624,6.0,20180112132206,"안성시 대덕면 내리 중앙대학교 안성캠퍼스 입구에 세워진 안성맞춤 박물관은 유기를 중심으로 안성의 풍부한 문화유산을 함께 접할 수 있는 테마박물관이다. 지상 2층, 지하 1층, 총 3층으로 이루어져 있으며, 유기 전시실, 영상실, 기획 전시실, 농업역사실, 향토 사료실, 세미나실, 학예연구실, 수장고 등으로 이루어져 있다. 유기전시실은 유기의 역사, 제작 방법별 유기분류, 유기제작과정 모형, 제기, 반상기, 무구, 불기 등 생활속에 쓰이는 다양한 유기를 전시하고  관람객의 이해를 돕기 위해 곳곳에 영상물을 설치하였다. 특히 터치스크린을 통해 안성의 역사와 문화에 대한 자세한 설명을 볼 수 있다. 농업역사실은 안성 농업의 역사와 계절에 따른 농경모습, 안성의  특산물이 전시되어 있어 과거와 현재의 안성농업을 알수 있다.  향토 사료실에는 안성의 옛모습이 담긴 사진, 안성장시재현, 안성남사당, 불교문화재 등 안성문화와 역사를 한눈에 볼 수 있다.<br />
<br />
* 안성맞춤의 유래<br />
우리는 흔히 매우 잘 맞음을 비유하여 ‘안성맞춤’이란 말을 쓴다. 그 만큼 어떤 물건이나 사람이 아주 잘 어울릴 때 이런 말을 쓰는데, 안성에서 맞춘 유기 장인정신과 뛰어난 솜씨로 정성껏 만들어 품질이나 모양 등 기교면에서 사람들의 마음을 만족시켰기에 ‘안성맞춤’의 대명사가 되었다. <br>",16,안성맞춤박물관,17546.0,,
1002,경기도 안성시 보개면 종합운동장로 203,,31,0,A02,A0206,A02060700,129870,14,20041223000000,http://tong.visitkorea.or.kr/cms/resource/00/191200_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/191200_image3_1.jpg,"안성문화원 <a href=""http://blog.daum.net/cc456as"" target=""_blank"" title=""새창 : 안성문화원 블로그로 이동"">http://blog.daum.net/cc456as</a>",127.3235219258,37.0146687827,6.0,20180131161846,"안성문화원은 문화와 유적 등 역사를 물려주기 보다는 우리 고유의 문화를 보존하고, 계발하고 발전시켜 후손들에게 선조들의 생활상과 문화상을 알리고자 한다. <br>",16,안성문화원,17508.0,,
1003,경기도 안성시 안성맞춤대로 1150,(금산동),31,0,A02,A0206,A02060900,130867,14,20060928000000,http://tong.visitkorea.or.kr/cms/resource/14/191414_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/191414_image3_1.jpg,"안성시립도서관 <a href=""http://apl.go.kr/index.asp"" target=""_blank"" title=""새창 : 안성시립도서관 홈페이지로 이동"">http://apl.go.kr</a>",127.2684379935,37.015226061999996,6.0,20180704113422,"안성시립도서관은 안성시민을 위한 정보·문화 및 평생교육센터임과 동시에 안성에 관한
 정보를 얻고자하는 사람들에게 안성관련 정보를 제공하는 최종 정보원이다. 도서관의 효율적인 운영과 각종 문화시설과의 긴밀한 협조를 위하여 도서관 운영위원회를 두고 있으며, 각종 자료실과 열람실 그리고 박두진시인의 생활, 
작품, 역사 등의 정보를 얻을 수 있는 박두진 자료실을 운영하고 있다.<br /><br />
※ 1인 1회 10권 대여 가능 / 14일간 (1회 7일 연장 가능)
<br>",16,안성시립도서관,17587.0,,
1004,경기도 안양시 만안구 현충로 53,(안양동),31,0,A02,A0206,A02060700,129858,14,20071106013324,http://tong.visitkorea.or.kr/cms/resource/88/1852788_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/1852788_image3_1.jpg,"안양문화원 <a href=""http://www.anyangculture.or.kr/"" target=""_blank"" title=""새창 : 안양문화원 홈페이지로 이동"">http://www.anyangculture.or.kr</a>",126.92580300040001,37.3904209753,6.0,20180702134519,"안양향토사의 조사, 연구, 기록사업과 향토유물의 수집, 향토문화유적의 발굴 보존사업과 더불어 지역전통문화의 보존, 전승 
등 각종 문화예술행사를 개최하여 시민들의 문화적 욕구를 총족시키기 위한 운영을 하고 있다. <br>",17,안양문화원,14089.0,,
1005,경기도 안양시 만안구 문예로36번길 16,(안양동),31,0,A02,A0206,A02060600,130092,14,20071106014153,,,"(재)안양문화예술재단 <a href=""http://www.ayac.or.kr "" target=""_blank"" title=""새창 : (재)안양문화예술재단 홈페이지로 이동"">http://www.ayac.or.kr</a>",126.9312693317,37.3846467424,6.0,20180509173054,"* 안양을 대표하는 문화예술전문공연장 안양아트센터 *<br />
1989년 12월 개관해 안양시민들에게 꾸준히 사랑받아온 안양문예회관은 2000년부터 노후화된 시설을 개보수하고, 공연장의 현대화 사업을 꾸준히 하였다.<br />
20년 동안 안양시민에게 사랑을 받아온 안양문예회관은 노후한 시설물을 교체하고, 공연장의 현대화를 위해 2000년부터 시설물 개보수와 편의시설 확충을 한 안양문예회관은 안양을 대표하는 문화예술 전문공연장으로 다목적 공연을 할 수 있는 대공연장과 소공연장, 야외공연장, 전시실, 컨벤션홀을 갖추고 있다.<br />
안양문예회관은 시설물 노후화에 따른 공연장 현대화 사업의 일환으로 2000년부터 단계적으로 시설물 개보수와 편의시설 확충등을 통하여 현대 공연장의 기틀을 마련하여 시민 누구나 편하게 찾을 수 있는 열린문화예술공간으로 
운영되고 있다.<br>",17,안양아트센터,14093.0,,
1006,경상북도 울릉군 북면 석포길 500,,35,0,A02,A0206,A02060200,2031666,14,20151001152840,http://tong.visitkorea.or.kr/cms/resource/74/2009274_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2009274_image3_1.jpg,"<a href=""http://www.dokdomuseum.go.kr/anyongbok/""target=""_blank"" title=""새창: 안용복기념관"">http://www.dokdomuseum.go.kr/anyongbok/</a>",130.90661931420001,37.5355008424,6.0,20191112130652,"울릉읍과 북면을 가르는 경계선 표지판을 지나 내수전 옛길 끝에 도착하면 안용복 기념관이 있다. 안용복은 조선시대 사람으로 울릉도와 독도를 지키기 위해 자발적인 활동을 펼친 인물이다. 그는 1693년 강제 피랍, 1696년 자발적 행보로 두 차례 일본에 다녀왔다. 이 두 번의 일본행으로 울릉도와 독도가 조선의 영토이고, 두 섬의 영유권과 조업권이 조선에 있음을 공고히 하게 되었다. 안용복기념관은 이러한 업적을 기리기 위해 2013년 10월에 개관했다. 안용복 관련 전시물은 기념관 2층에 마련된 전시실에서 볼 수 있다.<br>",17,안용복기념관,40213.0,,
1007,서울특별시 중구 소월로 91,(남대문로5가),1,0,A02,A0206,A02060200,129794,14,20071106013037,http://tong.visitkorea.or.kr/cms/resource/73/1569073_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/1569073_image3_1.jpg,"안중근의사기념관 <a href=""http://ahnjunggeun.or.kr/"" target=""_blank"" title=""새창: 안중근의사기념관 홈페이지로 이동"">http://ahnjunggeun.or.kr</a> <br />
국가보훈처 현충시설 정보 서비스 <a title=""새창: 국가보훈처 현충시설 정보 서비스 홈페이지로 이동"" href=""http://mfis.mpva.go.kr/main.do"" target=""_blank"">http://mfis.mpva.go.kr/main.do</a>",126.98028233950001,37.5534696857,6.0,20190221105215," 안중근은 개항 이후 나라가 일제의 침략으로 참담하게 국권을 피탈당하고 있을 때 불타는 애국심으로 침략의 원흉 이토 히로부미를 처단하여 조국이 나아가야 할 길을 밝힌 민족의 영웅이다. 일제 식민지배의 상징이었던 남산 조선신궁 터에 1970년 개관한 이래 2010년 새로이 건립된 안중근의사기념관은 단지 동맹을 상징하는 12개의 유리 기둥을 묶은 형태의 건물로 구성되었으며, 전시실에는 그의 출생부터 순국에 이르기까지의 전 생애가 전시되어 있다. 안중근의사기념관은 안중근의 숭고한 희생정신과 평화사상을 널리 선양하여 국민의 나라사랑정신을 함양하고 인류 평화에 이바지하는데 그 소임이 있다. 기념관에는 안중근 의사가 생중에 남긴 유품들을 전시하고 있다. 특히 전체가 보물 569호로 지정된 안중근의사유묵(安重根義士遺墨)은 그의 우국충절을 다시 한번 느끼게 한다. 그밖에 안중근 의사 초상화와 관련 사진, 건국공로 훈장과 서한, 공판 당시 신문 보도 내용, 유명 인사 휘호 등도 전시되었다.<br>",24,안중근의사기념관,4636.0,,
1008,서울특별시 중구 남대문로 6-2,(남대문로4가),1,0,A02,A0206,A02060500,130501,14,20040427000000,http://tong.visitkorea.or.kr/cms/resource/50/1902850_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/1902850_image3_1.jpg,,126.97647138040001,37.5603577058,6.0,20181231095913,"알파갤러리는 2003년 6월 개관 이후 여러차례(매달 4번) 전시를 하고 초대전을 함으로써 작가들이 발전 할 수 있는 발판을 마련해 주고 있다. 더욱이 대관료 없이 무료로 대여, 많은 작가들의 참여와 문화공간 마련에 기여하고 있다.&nbsp;남대문 시장안에 위치하여 남.녀.노.소를 불문한 관람객들이 쉽게 방문 할 수 있다는 것이 장점이다. 또한 외국인 관광객을 위한 영문 미술서적 자유열람 및 기획전시를 가능하게 하고 있다.전시는 개인 초대전에서부터 작고 거장의 유작전, 주제 기획전까지 동서고금을 아우르는 다양성과 통일성을 구현하고 있다. 또한 유명작가뿐만 아니라 아마추어 작가들의 전시도 활발히 진행됨으로써 활동적이며 친화적인 예술문화공간으로서 자리매김 할 것이다.<br>",24,알파갤러리,4528.0,,
1009,서울특별시 강동구 올림픽로 875,(암사동),1,0,A02,A0206,A02060300,130178,14,20071106014538,http://tong.visitkorea.or.kr/cms/resource/29/221329_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/221329_image3_1.jpg,"서울 암사동 
유적 <a href=""http://sunsa.gangdong.go.kr"" target=""_blank"" title=""새창 : 서울 암사동 유적 홈페이지로 이동"">http://sunsa.gangdong.go.kr</a>",127.13032402719999,37.5606243328,6.0,20180214172649,"암사동선사주거지는 약 6,000년전, 신석기시대 사람들이 살았던 집단취락지로, 1925년(을축년) 대홍수 때 한강변 모래언덕 지대가 패어지면서 수많은 빗살무늬 조각이 노출되어 세상에 알려졌다. 
1979년 사적 제267호로 지정되었고, 1981년부터 1988년까지 유적지 발굴조사를 시작으로 총 면적 78,133㎡의 문화재 보호구역을 확대하였다. 현재 9채의 신석기시대 움집과 1채의 체험움집이 복원되었고, 신석기시대 움집터를 경화처리하여 관람할 수 있게 한 원시생활 전시관인 제 1전시관과 선사시대 전반을 이해할 수 있는 각종 판넬 및 모형 등을 전시한 원시생활 전시관인 제 2전시관을 건립하여 일반인에게 공개하고 있다.<br>",2,암사동 선사주거지 원시생활전시관,5239.0,,
1010,서울특별시 강동구 올림픽로 930,(암사동),1,0,A02,A0206,A02060600,129814,14,20071106013137,http://tong.visitkorea.or.kr/cms/resource/92/700892_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/700892_image3_1.jpg,"우리인형극단 <a href=""http://www.wooripp.co.kr/"" target=""_blank"" title=""새창 : 우리인형극단 홈페이지로 이동"">http://www.wooripp.co.kr</a>",127.13340144290001,37.5634990541,6.0,20180604165810,"암사어린이극장은 강동구 암사동에 위치한 약 250석 규모의 어린이극 전용 극장이다. 1층에는 부모님들과 어린이들을 위한 편안한 휴식공간이 2, 3층에는 어린이극에 적합하게설계된 무대공간이 있다. 또한 주변에 암사 선사주거지가 위치하고 있어, 공연 관람 전후 가족 나들이와 단체관람 장소로도 이용할 수 있다.<br>",2,암사어린이극장,5207.0,,
1011,인천광역시 남동구 만의골로 71,(운연동),2,0,A02,A0206,A02060100,1925658,14,20140613132746,http://tong.visitkorea.or.kr/cms/resource/40/1923740_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/1923740_image3_1.jpg,"<a href=""http://www.aebo.co.kr/"" target=""_blank"" title=""새창 : 애보박물관 홈페이지로 이동"">http://www.aebo.co.kr</a>",126.76702688969999,37.450430630700005,6.0,20191115151452,"애보박물관은 구암 황형택 법무사가 수십 년간 한국의 공예품과 미술품을 수집하여 2009년 개관하였다. 애보박물관은 선조들이 사용하던 아름다움과 실용성을 겸비한 한국전통의 공예문화를 접할 수 있는 전시공간으로 상설전시 및 기획전, 꿈과 희망을 줄 수 있는 어린이관, 정원 곳곳에 놓여있는 옛 석조각품들이 전시되어 있다. 애보박물관은 창의적 체험활동 전문 박물관으로, 아름다움과 실용성을 겸비한 전통공예문화를 전승 발전시켜 나가고자 건립되었고 각종 전통공예품이 전시되고 있으며, 다양한 체험프로그램을 운영하고 있다. <br>",4,애보박물관,21533.0,,
1012,경기도 성남시 분당구 새마을로 95,(서현동),31,0,A02,A0206,A02060500,2551925,14,20180625094114,http://tong.visitkorea.or.kr/cms/resource/20/2551920_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2551920_image2_1.jpg,"앤갤러리 <a title=""새창 : 앤갤러리 홈페이지로 이동"" href=""http://www.ngalleryart.com"" target=""_blank"">http://www.ngalleryart.com</a>",127.141216948,37.3836283988,6.0,20191017094103,"N Gallery는 작가와 대중에게 작품을 매개로 하여 예술과 더 친밀히 교감할 수 있고 다가설 수 있는 아름다운 문화공간을 제공하고자 2008년에 개관하였다.국내외 중진 작가는 물론 신인작가를 아우르는 초대전, 기획전을 전개하여 국내 미술 문화의 발전과 국제 미술계와의 교류 활성화에 역동적인 역할을 해 나가고 있으며, 또한 미술 전시뿐만 아니라, 기업행사 및 세미나, 공연 등 다양한 문화 활동을 통해 복합미술공간으로 나아가고 있다. 전문적인 기획력과 네트워크를 바탕으로 개인과 기업의 문화 예술활동 지원을 적극적으로 전개하며 이들을 문화예술과 하나로 엮는 아트 컨설팅 업무 또한 활발히 진행중이다.<br>",12,앤갤러리,13573.0,,
1013,울산광역시 중구 종가14길 22-28,(약사동),7,0,A02,A0206,A02060300,2502569,14,20170808094736,,,,129.3369503387,35.5762391804,6.0,20191023144005,"약사동 제방유적 전시관에 들어서면 거대한 제방의 단면인 사다리꼴의 성토층이 전시장 한쪽 면을 가득 채우고 있다. 약사동 제방은 삼국시대 말에서 통일신라시대 초(6~7세기)에 축조된 수리시설로 다른 고대 수리 유적들과 달리 발굴을 통해 축조시기와 기법이 밝혀진 유적이라는 점에서 그 의미가 남다르다. 2년여에 걸친 발굴조사에서 축조방법을 확인한 결과 제방은 단순히 흙을 쌓아 만든 것이 아니라 현대의 댐처럼 매우 복잡한 구조로 되어있다. 가공된 기초지반 위에 점성이 높은 실트층과 패각류를 깔고, 잎이 달린 가는 나뭇가지를 이용한 부엽공법(敷葉工法) 등 고대토목기법이 사용돼 중요한 학술적 가치를 가진 것으로 평가된다. 태화강 하류에서 채집한 굴 껍질의 탄산칼슘이 수분과 만나 흙을 더욱 단단히 잡을 수 있다는 것을 신라인들이 알고 있었다는 사실이 놀랍고 흥미롭다. 전시관에는 제방 유적 외에도 당시 지역민들의 생활상을 알 수 있는 농기구, 토기 등 출토품들이 전시되어 있으며, 다양한 영상자료를 통해 흥미로운 역사 공부의 기회를 제공한다.<br>",1,약사동 제방유적전시관,44546.0,,
1014,강원도 양구군 양구읍 비봉로73번길 52,,32,0,A02,A0206,A02060700,129885,14,20071106013414,http://tong.visitkorea.or.kr/cms/resource/59/1836859_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/1836859_image3_1.jpg,"양구문화원 <a href=""http://yanggu.kccf.or.kr/"" target=""_blank"" title=""새창 : 양구문화원 홈페이지로 이동"">http://yanggu.kccf.or.kr</a>",127.98381904709998,38.1090374284,6.0,20181029163043,"양구의 역사와 문화를 쉽게 접할 수 있도록 하며, 양구문화를 널리 알리고자 설립되었다.",6,양구문화원,24521.0,,
1015,강원도 양구군 방산면 평화로 5182,,32,0,A02,A0206,A02060100,731454,14,20090507093106,http://tong.visitkorea.or.kr/cms/resource/52/1583252_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/1583252_image3_1.jpg,"양구백자박물관 <a href=""http://www.yanggum.or.kr/"" target=""_blank"" title=""새창 : 양구백자박물관 홈페이지로 이동"">http://www.yanggum.or.kr</a>",127.9514412318,38.2074225648,6.0,20190926173840,"방산 지역의 백자가 전시된 양구백자박물관(구, 방산자기박물관)은 소장 작품들과 더불어 도침, 갑발 등의 요도구 등이 전시되어 방산 지역의 백자를 살펴볼 수 있고, 다양한 영상물을 통하여 방산 지역 백자의 흐름을 알 수 있다. 체험실에서는 전기가마, 가스가마, 장작가마 등을 갖추고 야외 및 실내 체험을 겸할 수 있는 시설로 70여평의 규모로 만들어져 있다. 이곳에서는 흙을 만드는 방법과 성형, 그리고 가마에 직접 구워 자기가 만들어지는 전 과정을 체험할 수 있다.<br /><br />도자기 생산지로서 양구 방산면은 이미 고려시대 이래로 주목받는 곳이였으며, 조선시대에는 경기도 광주 분원에 원료를 공급하였던 곳으로 광주분원의 기술과 조형미가 이식된 곳이기도 하다. 방산면 일대 도요지 지표조사 결과 40기의 가마터가 확인되었으며 그 지역은 양구군내 現 방산면 소속의 장평리, 칠전리, 현리, 송현리, 오미리, 금악리 등 6개 지역과 인접한 양구읍의 상무룡리 1개 지역을 포함한 총 7개 지역이다.<br /><br />장평리에서는 7기, 칠전리 5기, 현리 4기, 송현리 7기, 금악리 4기, 오미리 4기, 상무룡리 9기 등 총 40기가 확인되었다. 약 7개 지역에서 백자를 제작할 때 사용했을 것으로 추정되는 원료를 확인하였다. 조선후기 왕실 분원에서 생산되던 백자원료의 주요 공급처 가운데 하나가 양구군이었으므로 원료 수급 관계를 통한 광주 분원백자와의 연관성을 알려준다. 실제로 양구에서 채집되는 백자, 청화백자 등은 특히 조선후기 분원백자와의 조형적으로 상호관계가 매우 높다. 6.25 이전까지도 요업이 계속되었던 곳으로 조선~근대로 이행하는 시기 우리나라 근대도자 산업의 실상을 파악할 수 있는 중요한 유적이다.<br /><br />양구 방산의 백자생산역사 600년을 정립하는 이 전시관에서는 조선왕조의 마지막 관요 분원리 청화백자와 어깨를 나란히 하며 왕실백자를 서민에게도 확대하였던 조선백자의 마지막 꽃, 방산 청화백자 항아리를 중심으로 질 좋은 양구백토가 빚어놓은 하얀 조선백자의 빛과 그 흐름을 펼친다.<br>",6,양구백자박물관,24502.0,,
1016,강원도 양구군 양구읍 금강산로 439-52,,32,0,A02,A0206,A02060100,130134,14,20071106014338,http://tong.visitkorea.or.kr/cms/resource/61/1583261_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/1583261_image3_1.jpg,"양구선사박물관 <a href=""http://www.ygpm.or.kr/"" target=""_blank"" title=""새창 : 양구선사박물관 홈페이지로 이동"">http://www.ygpm.or.kr</a>",127.9903846742,38.123580302600004,6.0,20180326150433,"양구선사박물관은 양구읍 상무룡리 출토 구석기시대 유물과 해안면 현리 출토 신석기, 청동기시대 유물을 중심으로 전시하여 우리나라  선사문화를 쉽게 이해할 수 있도록 건립한 우리나라 최초의 선사박물관이다.<br>",6,양구선사박물관,24520.0,,
1017,강원도 양구군 해안면 해안서화로 35,,32,0,A02,A0206,A02060200,731520,14,20090507103057,,,"양구 문화관광 양구전쟁기념관 페이지 <a href=""http://www.ygtour.kr/user_sub.php?pagecode=01_01_04_02_05
"" target=""_blank"" title=""새창 : 양구 문화관광 양구전쟁기념관 페이지로 이동"">http://www.ygtour.kr</a>",128.1455432111,38.2899471887,6.0,20190927152520,"전쟁기념관은 6.25전쟁시 양구지역에서 치열했던 도솔산, 대우산, 피의능선, 백석산, 펀치볼, 가칠봉, 단장의 능선, 949고지, 크리스마스고지 전투 등 9개 전투를 총망라 전투사를 재조명하고 선열들의 희생정신과 업적을 기리고 전후 세대들에게 호국정신과 애국심을 일깨워주는 호국의 전당으로 활용하고자 건립하여 2000년 6월 20일 개관하였다.<br /><br />규모는 부지 3,491m²(1,056평), 건물 413m²(125평), 전시면적 334m²(101평)이며, 내부전시는 무념의장, 환영의장, 만남의장, 이해의장, 체험의장, 확인의장, 추념의장, 옥상, 사색의장으로 구성되어 있으며,  전시시설로는 전투장면 디오라마, 동영상, 슬라이드영상이 조화를 이루는 3방향 멀티영상실과 미라클 영상시스템이 있다.<br>",6,양구전쟁기념관,24562.0,,
1018,강원도 양구군 해안면 해안서화로 35,,32,0,A02,A0206,A02060300,130736,14,20060221000000,http://tong.visitkorea.or.kr/cms/resource/65/1583265_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/1583265_image3_1.jpg,"양구 문화관광 양구통일관 페이지 <a title=""새창 : 양구 문화관광 양구통일관 페이지로 이동"" href=""http://www.ygtour.kr/user_sub.php?pagecode=01_01_04_02_03&amp;page=&amp;delmain=&amp;cpsection= "" target=""_blank"">http://www.ygtour.kr</a>",128.1455432111,38.2899471887,6.0,20190514150925,"양구통일관은 민통선 최북단 양구군 해안면에 위치하고 있으며, 통일에 대비하여 국민에게
 북한 실상에 대한 이해의 폭을 넓히고, 통일의지를 고취시키는 등 통일교육장으로 활용하기
 위해 제4땅굴 앞 5km 지점에 펀치볼분지 북단에 건립되어 지난 1996년 개관되었다.
 통일관의 시설은 제1전시실, 제2전시실, 농특산물 판매장으로 구분되어 있으며, 승용차 100
 여대를 주차할 수 있는 주차장이 있다.<br /><br />

 양구군에서 직영하는 양구통일관에는 북한의 실상을 알 수 있는 생활용품, 수출품과 사진 등을 상설 전시하고 있으며, 농특산물 전시판매장에서는 농특산물과 북한산물품, 관광기념품
 등을 판매하고 있다. 
 통일관의 시설은 제1전시실, 제2전시실, 농특산물 판매장으로 구분되어 있으며, 승용차 100
 여대를 주차할 수 있는 주차장이 있다.  인근에는 지금까지 발견된 4개의 땅굴 중 유일하게 땅굴내부를 관람할 수 있는 전동차를 운행하는 제4땅굴과 국내전망대 중 최북단에 위치한 을지전망대, 한국전쟁 당시 격전지였던 9
 개 양구지역 전투를 재조명 하기 위해 건립한 전쟁기념관이 있으며, 양구 통일관에서는 제4
 땅굴, 을지전망대, 전쟁기념관의 출입에 관한 업무도 처리하고 있다.<br>",6,양구통일관,24562.0,,
