,addr1,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,readcount,sigungucode,tel,title,zipcode,addr2
967,강원도 양구군 양구읍 함춘로 25-9,32,A02,A0207,A02070200,2034124,15,20151019135930,,,127.9844717471,38.1096345933,6.0,20191015094450,6499,6,033-480-2251,양록제 2019,24521,(양구읍)
968,경상남도 양산시 배움터길 60-19,36,A02,A0207,A02070200,2381291,15,20160428142303,http://tong.visitkorea.or.kr/cms/resource/74/2490874_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2490874_image2_1.jpg,129.1434394447,35.3776384259,6.0,20190508102028,10565,10,"055-392-2547, 8",양산 웅상 회야제 2019,50541,(평산동)
969,경상남도 양산시 원동면 원동마을길 36,36,A02,A0207,A02070200,967214,15,20100305092746,http://tong.visitkorea.or.kr/cms/resource/00/2591100_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/00/2591100_image2_1.JPG,128.9187816255,35.3647662631,6.0,20190305161229,215685,10,"055-392-2547, 8",양산 원동매화축제 2019,50587,
970,경상남도 양산시 신기강변1길 11,36,A02,A0207,A02070200,1911844,15,20140408111329,http://tong.visitkorea.or.kr/cms/resource/43/1299543_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/1299543_image3_1.jpg,129.0347052197,35.3510199504,6.0,20190402141306,21076,10,농업기술센터 055-392-5341~3,양산 유채꽃 향연 2019,50573,
971,경상남도 양산시 배움터길 60-19,36,A02,A0207,A02070200,1620586,15,20120502102747,,,129.1434394442,35.3776550906,6.0,20190508111326,33482,10,055-372-4777,양산 천성산 철쭉제 2019,50541,
972,경상남도 양산시 원동면 배내로 431,36,A02,A0207,A02070200,1433194,15,20111110143412,http://tong.visitkorea.or.kr/cms/resource/29/1851629_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/1851629_image3_1.jpg,128.9857612877,35.4869565434,6.0,20191024110015,10410,10,055-365-6262,양산배내골사과축제 2019,50500,
973,경상남도 양산시 양산대로 849,36,A02,A0207,A02070200,1392557,15,20110927160654,http://tong.visitkorea.or.kr/cms/resource/99/2559899_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/99/2559899_image2_1.JPG,129.0322167220,35.3447122789,6.0,20191011141719,30150,10,"055-392-2547, 8",양산삽량문화축전 2019,50619,
974,경상남도 양산시 하북면 신평중앙길 24,36,A02,A0207,A02070200,2512130,15,20171020094945,http://tong.visitkorea.or.kr/cms/resource/27/2512127_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2512127_image2_1.jpg,129.0849080200,35.4927132947,6.0,20191017162339,1560,10,055-367-9556,양산차문화축제 2019,50502,
975,강원도 양양군 양양읍 한고개길 10,32,A02,A0207,A02070200,1817354,15,20130607133312,,,128.6178567235,38.0807778795,6.0,20190607175830,11333,7,"033-671-6269, 033-671-8762",양양문화제 2019,25060,
976,강원도 양양군 양양읍 남문리 226-2,32,A02,A0207,A02070200,506708,15,20080307133354,http://tong.visitkorea.or.kr/cms/resource/05/2611605_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/05/2611605_image2_1.jpeg,128.6242869334,38.0731566683,6.0,20190809113515,91198,7,"양양군청 문화관광체육과 / 033-670-2207,2723",양양송이축제 2019,25031,
977,강원도 양양군 양양읍 남문리 226-2번지,32,A02,A0207,A02070200,229052,15,20071002000000,http://tong.visitkorea.or.kr/cms/resource/84/2611584_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2611584_image2_1.jpg,128.6242869334,38.0731566683,6.0,20191017165101,77508,7,강원도 양양군청 문화관광체육과 관광마케팅부서 (연락처) 033-670-2724,양양연어축제 2019,25031,(양양읍)
978,서울특별시 서초구 양재동 양재천 영동1교~영동2교 구간,1,A02,A0207,A02070200,2540520,15,20180323164329,http://tong.visitkorea.or.kr/cms/resource/89/2592389_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2592389_image2_1.jpg,127.0369572323,37.4730133801,6.0,20190321101403,6491,15,02-2155-8607,양재천 벚꽃 등(燈) 축제 2019,06773,
979,서울특별시 서초구 강남대로 27 화훼공판장,1,A02,A0207,A02070200,2618530,15,20190911143328,http://tong.visitkorea.or.kr/cms/resource/29/2618529_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2618529_image2_1.jpg,127.0390127336,37.4683111849,6.0,20190916144953,0,15,070-8831-5888,양재플라워페스타 2019,06774,
980,경기도 양주시 부흥로1399번길 47,31,A02,A0207,A02070200,1933196,15,20140710095512,http://tong.visitkorea.or.kr/cms/resource/58/2489358_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/58/2489358_image2_1.JPG,127.0308377650,37.7861018629,6.0,20190508143950,10257,18,031-836-5141,양주 김삿갓 전국문학대회 2019,11498,(유양동)
981,경기도 양주시 장흥면 권율로 594,31,A02,A0207,A02070200,1787332,15,20130124111550,http://tong.visitkorea.or.kr/cms/resource/86/2635486_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2635486_image2_1.jpg,126.9684887063,37.7581595486,6.0,20191114160526,35016,18,080-233-7766,양주 눈꽃축제 2020,11519,
982,경기도 양주시 장흥면 권율로 594,31,A02,A0207,A02070200,2611416,15,20190716164619,http://tong.visitkorea.or.kr/cms/resource/89/2611389_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2611389_image2_1.jpg,126.9685331447,37.7582289857,6.0,20190722143206,0,18,080-233-7766,양주 유수풀 2019,11519,
983,경기도 양주시 광사로 131-66,31,A02,A0207,A02070200,2505140,15,20170830161943,http://tong.visitkorea.or.kr/cms/resource/36/2505136_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2505136_image2_1.jpg,127.0818108951,37.7857889325,6.0,20190923133854,74117,18,031-8082-7227,양주 천만송이 천일홍 축제 2019,11494,(광사동)
984,경기도 양주시 옥정동 987,31,A02,A0207,A02070200,2508126,15,20170920133548,http://tong.visitkorea.or.kr/cms/resource/71/2591371_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2591371_image2_1.jpg,127.1028740399,37.8412550747,6.0,20190416100556,5681,18,031-8082-4170~4173,양주 회암사지 왕실축제 2019,11464,
985,경기도 양주시 백석읍 연곡로182번길 100,31,A02,A0207,A02070200,2471936,15,20170104133522,http://tong.visitkorea.or.kr/cms/resource/84/2575584_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2575584_image2_1.jpg,126.9594322928,37.8170719648,6.0,20190211100539,25216,18,1588-9260,양주송어축제 2019,11502,
986,경기도 양주시 평화로1435번길 56,31,A02,A0207,A02070200,2549907,15,20180605092746,http://tong.visitkorea.or.kr/cms/resource/04/2549904_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/04/2549904_image2_1.JPG,127.0453132041,37.8214563387,6.0,20190619151057,1047,18,031-836-5141,양주예술제 2019,11443,
987,충청남도 논산시 양촌면 이메길 25,34,A02,A0207,A02070200,1139979,15,20101202174657,http://tong.visitkorea.or.kr/cms/resource/84/1133784_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/1133784_image3_1.jpg,127.2459197200,36.1299911374,6.0,20191118104311,23315,3,041-746-8792,양촌곶감축제 2019,33025,(양촌면)
988,경기도 양평군 단월면 보룡길 127,31,A02,A0207,A02070200,704268,15,20090309163132,http://tong.visitkorea.or.kr/cms/resource/11/2590611_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2590611_image2_1.jpg,127.6702976385,37.5452776406,6.0,20190221145408,26422,19,031-770-3199,양평 단월 고로쇠축제 2019,12529,
989,경기도 양평군 지평면 금의길 69,31,A02,A0207,A02070200,1978014,15,20141219092224,http://tong.visitkorea.or.kr/cms/resource/22/2581122_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2581122_image2_1.jpg,127.6527375962,37.4676668642,6.0,20191226104102,27833,19,031-773-4797,양평 대자연 빙어송어축제 2020,12543,(지평면)
990,경기도 양평군 단월면 곱다니길 55-2,31,A02,A0207,A02070200,1820268,15,20130617093258,,,127.6573663730,37.5144948588,6.0,20190730143813,94324,19,031-775-5205,양평 메기수염축제 2019,12529,
991,경기도 양평군 단월면 곱다니길 55-2,31,A02,A0207,A02070200,1946708,15,20140904151842,http://tong.visitkorea.or.kr/cms/resource/98/1946698_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/98/1946698_image2_1.JPG,127.6573663730,37.5144948588,6.0,20190827141234,30134,19,031-775-5205,양평 몽땅구이축제 2019,12529,
992,경기도 양평군 개군면 산수유1길 1,31,A02,A0207,A02070200,991385,15,20100402142924,http://tong.visitkorea.or.kr/cms/resource/43/2484843_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/43/2484843_image2_1.JPG,127.5578524311,37.4440178594,6.0,20190327100920,101947,19,031-772-7181,양평 산수유한우축제 2019,12569,(개군면)
993,경기도 양평군 용문면 용문산로 656,31,A02,A0207,A02070200,993743,15,20100407144937,http://tong.visitkorea.or.kr/cms/resource/85/2478285_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/85/2478285_image2_1.JPG,127.5823278077,37.5463286753,6.0,20190318162803,54041,19,031-770-2096,양평 용문산 산나물축제 2019,12510,
994,경기도 양평군 옥천면 옥천체육공원길 66,31,A02,A0207,A02070200,1684408,15,20120731144716,http://tong.visitkorea.or.kr/cms/resource/42/2540142_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/42/2540142_image2_1.JPG,127.4560955751,37.5201405072,6.0,20190702101627,26347,19,031-770-3155,양평물축제 2019,12508,
995,경기도 양평군 단월면 백동길 269-19,31,A02,A0207,A02070200,2469685,15,20161227104234,http://tong.visitkorea.or.kr/cms/resource/17/2575217_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/17/2575217_image2_1.JPG,127.6843181301,37.5610399614,6.0,20191223090922,82911,19,031-771-7750,양평빙어축제 2020,12528,
996,강원도 춘천시 남산면 남이섬길 1,32,A02,A0208,A02081300,2618852,15,20190917104550,http://tong.visitkorea.or.kr/cms/resource/51/2618851_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2618851_image2_1.jpg,127.5261480243,37.7901798790,6.0,20190917104550,0,13,02-753-1246,어린이 목공체험; 뚝딱 우드랜드 2019,24464,
997,강원도 춘천시 우석로 102,32,A02,A0207,A02070200,141805,15,20070426000000,http://tong.visitkorea.or.kr/cms/resource/69/2543169_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2543169_image2_1.jpg,127.7572803690,37.8638561555,6.0,20190419164919,18576,13,"033-250-3254, 033-258-1251",어린이날 기념 춘천시어린이대축제 '모.여.라! 우리들 세!상!' 2019,24327,
998,경상북도 경산시 남매로 100,35,A02,A0207,A02070200,2025090,15,20150825154819,http://tong.visitkorea.or.kr/cms/resource/09/2617309_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/09/2617309_image2_1.JPG,128.7437981999,35.8211588090,6.0,20190904134513,9929,1,053-783-3399,어린이디자인페스티벌 2019,38637,
999,경기도 남양주시 진접읍 해밀예당1로 96,31,A02,A0207,A02070200,2600070,15,20190430101755,http://tong.visitkorea.or.kr/cms/resource/20/2509220_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/20/2509220_image2_1.JPG,127.1889585696,37.7198318873,6.0,20190430101755,8,9,031-560-1561~3,어린이비전센터 두근두근 어린이 FESTA 2019,12057,
1000,경기도 고양시 덕양구 어울림로 33 고양어울림누리 광장,31.0,A02,A0207,A02070200,2640111,15,20191209154907,http://tong.visitkorea.or.kr/cms/resource/10/2640110_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2640110_image2_1.jpg,126.8345456923,37.6496475589,6.0,20191209154907,0.0,2.0,070-4272-4493 / 031-960-9683,어울림빛누리축제 2020,10471,
1001,서울특별시 종로구 인왕산로 22,1.0,A02,A0208,A02081300,2539330,15,20180308132400,http://tong.visitkorea.or.kr/cms/resource/27/2539327_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/27/2539327_image2_1.bmp,126.9657941363,37.5758973750,6.0,20190308154954,2865.0,23.0,02-736-6375,어천절 대제전 2019,03027,
1002,서울특별시 성동구 왕십리로 63,1.0,A02,A0208,A02081300,2541699,15,20180404172424,http://tong.visitkorea.or.kr/cms/resource/61/2565261_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/61/2565261_image2_1.JPG,127.0435657431,37.5436108568,6.0,20181105164704,6021.0,16.0,02-725-5527,언더스탠드에비뉴 Christmas Market 마주치장 2018,04769,
1003,강원도 화천군 화천읍 산천어길 137,32.0,A02,A0207,A02070200,507599,15,20080310114754,http://tong.visitkorea.or.kr/cms/resource/22/2362022_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2362022_image3_1.jpg,127.7099022603,38.1126818434,6.0,20191226172401,744354.0,17.0,1688-3005,얼음나라 화천산천어축제 2020,24114,
1004,경기도 안산시 단원구 동산로 268,31.0,A02,A0207,A02070200,2621182,15,20190925104448,http://tong.visitkorea.or.kr/cms/resource/74/2621174_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2621174_image2_1.jpg,126.8139121978,37.3259570189,6.0,20190925104448,0.0,15.0,031-411-1541,엄마랑함께하장 2019,15385,
1005,경상남도 고성군 거류면 거류로 335,36.0,A02,A0207,A02070200,2565561,15,20181108134858,http://tong.visitkorea.or.kr/cms/resource/50/2565550_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2565550_image2_1.jpg,128.3867830796,34.9725672637,6.0,20181115104828,115.0,3.0,055-670-2663,엄홍길대장과 함께하는 거류산 등산축제 2018,52924,엄홍길전시관
1006,경기도 용인시 처인구 포곡읍 에버랜드로 199,31.0,A02,A0207,A02070200,1728337,15,20121004123105,,,127.1994281916,37.2902124898,6.0,20190827154323,106787.0,23.0,에버랜드 관광안내소 031-321-9393<br />에버랜드 031-320-5000,에버랜드 블러드시티 2019,17023,(전대리)
1007,경기도 용인시 처인구 포곡읍 에버랜드로 199,31.0,A02,A0207,A02070200,1316398,15,20110624144211,http://tong.visitkorea.or.kr/cms/resource/53/2496353_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2496353_image2_1.jpg,127.2131685506,37.2924319247,6.0,20190619151344,72308.0,23.0,031-320-5000,에버랜드 썸머워터펀 2019,17023,
1008,경기도 용인시 처인구 포곡읍 에버랜드로 199,31.0,A02,A0207,A02070200,1020950,15,20100513140150,http://tong.visitkorea.or.kr/cms/resource/40/2493240_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/40/2493240_image2_1.JPG,127.2040721101,37.2939343647,6.0,20190509154806,89534.0,23.0,031-320-5000,에버랜드 장미 축제 2019,17023,(포곡읍)
1009,경기도 용인시 처인구 포곡읍 에버랜드로 199,31.0,A02,A0207,A02070200,1121900,15,20101103092957,http://tong.visitkorea.or.kr/cms/resource/85/2515085_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2515085_image2_1.jpg,127.2131685506,37.2924319247,6.0,20191209175037,74676.0,23.0,에버랜드 관광안내소 031-321-9393<br />에버랜드 031-320-5000,에버랜드 크리스마스판타지 2019,17023,
1010,경기도 용인시 처인구 포곡읍 에버랜드로 199,31.0,A02,A0207,A02070200,1247247,15,20110331112102,http://tong.visitkorea.or.kr/cms/resource/71/2539471_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/71/2539471_image2_1.JPG,127.2131685506,37.2924319247,6.0,20190306132113,285375.0,23.0,031-320-5000,에버랜드 튤립축제 2019,17023,
1011,강원도 춘천시 남산면 북한강변길 688,32.0,A02,A0207,A02070200,2598776,15,20190423143625,http://tong.visitkorea.or.kr/cms/resource/80/2598780_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2598780_image2_1.jpg,127.5766393945,37.8329008430,6.0,20190423144622,9.0,13.0,033-260-2779 / 033-260-2000,엘리시안 강촌 어린이날 페스티벌 2019,24464,
1012,서울특별시 마포구 하늘공원로 108-1,1.0,A02,A0208,A02081200,2487911,15,20170329102930,http://tong.visitkorea.or.kr/cms/resource/08/2487908_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/2487908_image2_1.jpg,126.8785133923,37.5693049125,6.0,20190508101433,2006.0,13.0,"02-2036-9211 ,9214",여성마라톤대회 2019,03900,(상암동)
1013,전라남도 여수시 중앙동,38.0,A02,A0207,A02070200,553315,15,20080424095920,http://tong.visitkorea.or.kr/cms/resource/41/2490241_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2490241_image2_1.jpg,127.7450785187,34.7390237873,6.0,20190423102346,55347.0,13.0,061-664-5400,여수 거북선축제 2019,59746,
1014,전라남도 여수시 돌산읍 돌산로 3617-18,38.0,A02,A0208,A02081300,2494465,15,20170530160954,http://tong.visitkorea.or.kr/cms/resource/83/2585583_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2585583_image2_1.jpg,127.7369794626,34.7297302429,6.0,20190107174208,20113.0,13.0,1522-8905,여수 야경불꽃크루즈 2019,59768,
1015,전라남도 여수시 소라면 서부로 785-24,38.0,A02,A0207,A02070200,1340837,15,20110725161231,http://tong.visitkorea.or.kr/cms/resource/95/2507795_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2507795_image2_1.jpg,127.5680371592,34.7901899956,6.0,20191017111058,39583.0,13.0,061-659-4744,여수 여자만 갯벌노을축제 2019,59607,
1016,전라남도 여수시 돌산읍 향일암로 70-4,38.0,A02,A0207,A02070200,661446,15,20081203151133,http://tong.visitkorea.or.kr/cms/resource/41/2579941_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2579941_image2_1.jpg,127.8043881215,34.5942687844,6.0,20191120165156,36676.0,13.0,061-659-4743 / 1899-2012,여수 향일암일출제 2020,59778,
1017,전남 여수시 중앙동 385-6 이순신광장,38.0,A02,A0207,A02070200,2619014,15,20190917155703,http://tong.visitkorea.or.kr/cms/resource/12/2619012_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2619012_image2_1.jpg,127.7362681799,34.7389319783,6.0,20190917155703,0.0,13.0,061-659-3027,여수마칭페스티벌 2019,,
1018,전라남도 여수시 시청로 1,38.0,A02,A0207,A02070200,2629372,15,20191022180320,http://tong.visitkorea.or.kr/cms/resource/66/2629366_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2629366_image2_1.jpg,127.6623324345,34.7604616211,6.0,20191022180320,0.0,13.0,1899-2012,여수밤바다 불꽃축제 2019,59675,
1019,서울특별시 중구 장충단로 59,1.0,A02,A0207,A02070200,2492588,15,20170516112737,http://tong.visitkorea.or.kr/cms/resource/00/2548000_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2548000_image2_1.jpg,126.9992473208,37.5519729781,6.0,20190621173509,4315.0,24.0,02-2280-4114,여우樂 페스티벌 2019,04621,(장충동2가)
1020,경기도 여주시 흥천면 귀백리 38-8번지 일원,31.0,A02,A0207,A02070200,2541370,15,20180402134709,http://tong.visitkorea.or.kr/cms/resource/68/2541368_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2541368_image2_1.jpg,127.5583690338,37.3480678646,6.0,20190401151041,3652.0,20.0,흥천면사무소 031-887-3872,여주 흥천남한강벚꽃축제 2019,12607,
1021,경기도 여주시 금사면 이여로 1278,31.0,A02,A0207,A02070200,141251,15,20060904000000,http://tong.visitkorea.or.kr/cms/resource/94/2543294_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/94/2543294_image2_1.JPG,127.5322257741,37.3892376216,6.0,20190502091642,32363.0,20.0,031-887-3891,여주금사참외축제 2019,12604,
1022,경기도 여주시 신륵사길 13,31.0,A02,A0207,A02070200,552022,15,20080421171406,http://tong.visitkorea.or.kr/cms/resource/78/2590178_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/78/2590178_image2_1.JPG,127.6557838412,37.2995419274,6.0,20190213100502,81615.0,20.0,031-881-9692~5,여주도자기축제 2019,12636,(천송동)
1023,서울특별시 강남구 영동대로 513,1.0,A02,A0207,A02070200,2619275,15,20190918113348,http://tong.visitkorea.or.kr/cms/resource/50/2619250_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2619250_image2_1.jpg,127.0594429796,37.5117148467,6.0,20191004161219,0.0,1.0,02-6000-8123,여행페스타 2019,06164,
1024,서울특별시 종로구 대학로 144,1.0,A02,A0208,A02080200,1284561,15,20110523170404,http://tong.visitkorea.or.kr/cms/resource/34/2037934_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2037934_image3_1.jpg,127.0020350484,37.5839831970,6.0,20190417091731,59407.0,23.0,02-3210-0082,연극 라이어 (대학로),03084,
1025,서울특별시 종로구 대학로 128,1.0,A02,A0208,A02080200,1812721,15,20130523105534,http://tong.visitkorea.or.kr/cms/resource/77/2037877_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2037877_image3_1.jpg,127.0021350751,37.5827166790,6.0,20190402174748,8865.0,23.0,070-8129-7420,연극 수상한 흥신소,03086,(동숭동)
1026,서울특별시 종로구 이화장길 72,1.0,A02,A0208,A02080200,1281866,15,20110517191015,http://tong.visitkorea.or.kr/cms/resource/41/2032041_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2032041_image3_1.jpg,127.0046294120,37.5784894370,6.0,20190405092700,35040.0,23.0,02-6326-1333,연극 죽여주는 이야기,03088,(동숭동)
1027,서울특별시 종로구 우정국로 55,1.0,A02,A0207,A02070200,531460,15,20080414165603,http://tong.visitkorea.or.kr/cms/resource/82/2553482_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2553482_image2_1.jpg,126.9815038890,37.5733035136,6.0,20190219141423,128875.0,23.0,02-2011-1744∼8,연등회 2019,03144,
1028,경기도 연천군 전곡읍 양연로 1510,31.0,A02,A0207,A02070200,1983402,15,20150112165836,http://tong.visitkorea.or.kr/cms/resource/68/2581368_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2581368_image2_1.jpg,127.0611506837,38.0122815870,6.0,20190116134324,15107.0,21.0,031-832-2570 / 031-839-2561~2566,연천 구석기 겨울여행 2019,11027,
1029,경기도 연천군 전곡읍 양연로 1510,31.0,A02,A0207,A02070200,534220,15,20080416151842,http://tong.visitkorea.or.kr/cms/resource/49/1049749_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1049749_image3_1.jpg,127.0611506837,38.0122815870,6.0,20190423102621,66014.0,21.0,031-839-2561~6,연천 구석기축제 2019,11027,
1030,경기도 연천군 왕징면 북삼로20번길 55,31.0,A02,A0207,A02070200,1594804,15,20120405134225,http://tong.visitkorea.or.kr/cms/resource/03/2615903_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2615903_image2_1.jpg,127.0048952851,38.0887632942,6.0,20190819133352,57626.0,21.0,031-833-5100,연천 허브빌리지 안젤로니아 페스티벌 2019,11042,
1031,서울특별시 마포구 대흥로20길 28,1.0,A02,A0207,A02070200,2621125,15,20190924174358,http://tong.visitkorea.or.kr/cms/resource/21/2621121_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2621121_image2_1.jpg,126.9455494932,37.5499500274,6.0,20190927092103,0.0,13.0,02-3153-6664,염리동 소금 축제 '염리동 愛(애) 소금꽃 피다!' 2019,04136,
1032,전라남도 영광군 불갑면 불갑사로 450,38.0,A02,A0207,A02070200,1078905,15,20100823135446,http://tong.visitkorea.or.kr/cms/resource/55/2603455_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/55/2603455_image2_1.JPG,126.5506415778,35.2001904683,6.0,20190705133210,179207.0,16.0,061-350-5269,"영광 불갑산상사화축제 '상사화, 천년사랑을 품다.' 2019",57058,(불갑면)
1033,전남 영광군 군남면 포천리 112-5,38.0,A02,A0207,A02070200,1805013,15,20130416144000,http://tong.visitkorea.or.kr/cms/resource/48/2600748_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2600748_image2_1.jpg,126.4545850112,35.2488333646,6.0,20190503154421,22847.0,16.0,010-8624-0686,영광 찰보리문화축제 2019,57060,(군남면)
1034,울산광역시 울주군 상북면 알프스온천5길 103-8,7.0,A02,A0208,A02081300,2568503,15,20181121155153,http://tong.visitkorea.or.kr/cms/resource/96/2568496_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2568496_image2_1.jpg,129.0676299774,35.5563585902,6.0,20181121155153,11.0,5.0,052-267-2748,영남알프스 전국 산악대회 2018,44952,
1035,부산광역시 부산진구 국악로 2,6.0,A02,A0207,A02070200,2503429,15,20170818163038,http://tong.visitkorea.or.kr/cms/resource/81/2557981_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/81/2557981_image2_1.JPG,129.0542528980,35.1714404510,6.0,20190627105633,1597.0,7.0,051-811-0114,영남춤축제 2019,47130,(연지동)
1036,경상북도 영덕군 축산면 축산항5길 4,35.0,A02,A0207,A02070200,1808183,15,20130429144027,http://tong.visitkorea.or.kr/cms/resource/87/2489087_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2489087_image2_1.jpg,129.4463915058,36.5087497009,6.0,20190508095146,26865.0,12.0,054-730-6233,영덕 축산항 물가자미 축제 2019,36421,
1037,경상북도 영덕군 강구면 해상공원길 120-7,35.0,A02,A0207,A02070200,705862,15,20090312170820,http://tong.visitkorea.or.kr/cms/resource/96/1971396_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/1971396_image2_1.jpg,129.3838738748,36.3518746522,6.0,20191127103521,27520.0,12.0,054-730-6393,영덕 해맞이 '경북대종 타종식' 2020,36460,
1038,충청북도 영동군 영동읍 계산리 영동하상주차장 일원,33.0,A02,A0207,A02070200,650690,15,20081112095636,http://tong.visitkorea.or.kr/cms/resource/60/2594860_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2594860_image2_1.jpg,127.7851564272,36.1796700511,6.0,20191114165144,33365.0,4.0,043-745-8912~8,영동 곶감축제 2020,29150,
1039,충청북도 영동군 영동읍 영동황간로 122,33.0,A02,A0207,A02070200,142191,15,20070813000000,http://tong.visitkorea.or.kr/cms/resource/95/2025995_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2025995_image3_1.jpg,127.7819599172,36.1640162222,6.0,20190319103116,84410.0,4.0,043-745-8912~8,영동 포도축제 2019,29150,
1040,충청북도 영동군 영동읍 중앙로 11,33.0,A02,A0207,A02070200,293084,15,20060403122618,http://tong.visitkorea.or.kr/cms/resource/09/2598609_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/2598609_image2_1.jpg,127.7729881364,36.1770756832,6.0,20191001134655,43425.0,4.0,043-745-8917,영동난계국악축제 2019,29145,
1041,서울특별시 강남구 영동대로 513,1.0,A02,A0207,A02070200,2642292,15,20191224143805,http://tong.visitkorea.or.kr/cms/resource/91/2642291_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2642291_image2_1.jpg,127.0594429796,37.5117148467,6.0,20191226101658,,1.0,02-751-9610,영동대로Countdown 2020,06164,
1042,서울특별시 영등포구 신길로 275,1.0,A02,A0207,A02070200,1634590,15,20120530170909,http://tong.visitkorea.or.kr/cms/resource/29/2492729_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2492729_image2_1.jpg,126.9121007163,37.5161700211,6.0,20190607174236,9400.0,20.0,영등포문화원 02-846-0155~6,영등포 단오축제 2019,07307,(영등포동)
