,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,homepage,mapx,mapy,mlevel,modifiedtime,overview,sigungucode,tel,telname,title,zipcode
648,경상북도 영덕군 영덕읍 남석길 23-48,,35,A04,A0401,A04010100,132283,38,20021126000000,http://tong.visitkorea.or.kr/cms/resource/12/1969012_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/1969012_image3_1.jpg,"<a href=""http://tour.yd.go.kr/"" target=""_blank"" title=""새창: 영덕 문화관광 홈페이지로 이동"">http://tour.yd.go.kr/</a>",129.3697012881,36.4067070414,6.0,20190201143012,"영덕군은 모두 다섯 개의 재래장이 형성되고 있으며, 영덕장과 영해장이 비교적 재래
 시장으로서의 기능을 갖추고 있다. 
 영덕장의 특산물은 복숭아라고 할 수 있다.  사월이 되면 오십천을 따라 피어나는 복
 사꽃의 향기는 표현할 수 없을 만큼 아름다워 4백㏊에 이르는 복숭아 농원은 가히 무
 릉도원이라 일컫을 만하다.<br><br>영덕시장은 매일 다양한 상품으로 손님을 모시며 특히 매월 4일과 9일, 14일과 19일, 24일과 29일에는 행상인들이 구름처럼 모여오시어 그야말로 기존 상인들과 같이 사람과 사람이 모여서 이루어지는 전통시장이다. 영덕의 명산품인 대게를 비롯하여 제수용 음식, 야채, 반찬류, 그릇, 건강식품류, 화장품류, 신선한 닭, 잔치국수, 보리밥, 생선찌개 등의 식당가로 구성되어 있으며 특히 인근 강구등지보다 싼 가격으로 현지에서 대게나 소라를 쪄서 먹는 맛이나 오징어, 미주구리(참가잠류)등의 회를 현지에서 썰어 갖은 채소와 초장에 찍어 소주랑 맑은 오십천의 신선한 공기와 곁들여 먹는 맛은 과히 쾌락의 경지라 할 수 있다. 영덕시장은 심심 산골의 옥수를 모아 내려오는 하늘이 내려주신 유리알같이 맑고 깨끗한 오십천을 안고 제방으로 둘러싸여
있어서 교통도 편리 하거니와 공기가 깨끗하여 건강에 아주 유익하고, 오십천 시원한 물에 발 담구고 즐길 수 있는 자연산 먹거리 장소도 
있고, 상가 이층이 전부 주차장으로 되어 있어 장보기에 아주 편리하다.<br>",12,054-734-0082,영덕시장,"영덕장 (4, 9일)",36440
649,부산광역시 영도구 태종로113번길 39,(봉래동3가),6,A04,A0401,A04010200,1942316,38,20140819154525,,,,129.0439559432,35.092746294099996,6.0,20181121104437,"일제강점기에 자연스럽게 형성된 전통시장으로서 큰 규모를 자랑했으나 부산대교가 생기면서 시장이 도로에 일부 편입되어 크기 작아졌고, 건너편에 남항시장이 생기면서 더욱 상권이 축소되었다. 그렇지만 50년 이상 된 역사와 전통을 자랑하는 삼진식품, 성실식품 등의 식품회사들이 꾸준히 주변의 사랑을 받으며 봉래시장 자리를 지키고 있다. <br>",14,051-413-3111,영도봉래시장상인회,영도봉래시장 / 봉래시장,49035
650,충청북도 영동군 영동읍 영동시장2길 10-1,(영동읍),33,A04,A0401,A04010100,132015,38,20031021000000,http://tong.visitkorea.or.kr/cms/resource/16/764916_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/764916_image3_1.jpg,,127.77639621430001,36.1753314991,6.0,20181123151139,"영동지역은 소백산맥과 노령산맥의 험준한 산세가 조화를 이루고 있으며 3도의 
 접경속에 금강의 물줄기가 산기슭을 따라 경관을 이루고있는 가운데 상품의 수
 요와 공급의 관계에 따라 가격이 형성되는 시장이 닷새마다 서는 시골의 장 성
 격을 띠고 있으며, 곶감, 표고, 포도, 사과 등 지역특산품이 많이 생산되고 있
 을 뿐 아니라 2천 그루의 가로수 감나무가 조성되어  감의 본고장임을 실감케 
 하는 도읍이다.<br>",4,043-742-0809,,"영동장 (4, 9일)",29145
651,전라남도 나주시 풍물시장2길 12-14,(이창동),38,A04,A0401,A04010100,132166,38,20020418000000,http://tong.visitkorea.or.kr/cms/resource/36/1972036_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/1972036_image3_1.jpg,"<a href=""http://www.naju.go.kr/tour/"" target=""_blank"" title=""새창: 나주 문화관광 홈페이지로 이동"">http://www.naju.go.kr/tour/</a>",126.70717452459999,34.992061031700004,6.0,20190214150958,"영산포풍물시장은 일제강점기에 형성된 장으로, 영산포 포구가 번성하였을 때에는 서남해안을 대표하는 5일장 중 한 곳이었다. 광주에서 시외버스로 나주시 영산포터미널에 내려서  100m 정도 가면 사거리에 5일 시장이 열린다. 우장이 서는 날 새벽 4시만  되면 한우매매가 이루어지고, 우시장에서는 100m 정도 도로를 따라가면 5일 시장이  있다. 건어물, 식료품, 잡화, 채소,  의류가 소매되고 있다. 최근 어물전을 신축하여, 현대적이고 고객들이 이용하기 편한 시장으로 탈바꿈하였다.<br>",6,061-330-8618,,"영산포풍물시장/영산장 (5, 10일)",58274
652,전라남도 영암군 영암읍 오일시장길 28,,38,A04,A0401,A04010100,132077,38,20021121000000,http://tong.visitkorea.or.kr/cms/resource/44/1972044_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1972044_image3_1.jpg,,126.70079365389999,34.801307412199996,6.0,20181019134240,"1964년 10월 1일 개설된 재래시장으로서 대지면적 
5,291㎡, 매장면적 1,125m², 점포수 142동의 규모를 가지고 있다. 이 규모는 
재래시장으로서는 큰 편으로 주변의 25여 상가 또한 성업 중이다. 1998년 장옥을 
새롭게 단장하여 시골 사람들의 정보교환 장소로 애용되고 있다.<br /><br />또한 5, 10일마다 한 번씩 정기적으로 열리는 장날이면 
아침 일찍부터 오후 6시경까지 장이 서며 인근의 주민들이 많이 찾는다. 주로 일상생활에 
필요한 각종 생활용품 및 주변에서 생산된 농산물 등이 거래되고 있고 수산물의 경우 
세발낙지가, 젓갈류로는 토하젓이 유명하다.<br>",17,061-470-2653,,"영암장 (5, 10일)",58416
653,경상북도 영양군 영양읍 시장5길 15-1,(영양읍),35,A04,A0401,A04010100,132284,38,20020424000000,http://tong.visitkorea.or.kr/cms/resource/29/1979329_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/1979329_image3_1.jpg,,129.11230244520002,36.6679445754,6.0,20190219161924,"영양시장은 1918년 개시한 전통과 뿌리가 있는 시장입니다. 당초 영양시장은 동해안의 싱싱한 수산물과 내륙에서 생산되는 농산물의 물물교환의 형식 으로 발달된 시장이었지만 현재는 농산물을 중심으로 거래되는 지역 중심 시장이다. 산나물, 건고추, 과일 등 지역의 우수한 농산물이 거래되고 있다. 반딧불이 생태공원, 선바위 관광지, 일월산 등 다양한 볼거리가 있다.<br>",13,054-680-6271,영양시장,"영양시장 (4, 9일)",36541
654,강원도 영월군 영월읍 중앙로 30-1,(영월읍),32,A04,A0401,A04010200,132777,38,20070502000000,http://tong.visitkorea.or.kr/cms/resource/76/1937776_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/1937776_image3_1.jpg,,128.4667419969,37.183339886999995,6.0,20180601144643,영월 아침시장은 영월시내 한복판에 소재하고 있으며 영월지역에서 나는 각종 농 특산물이 전시 판매되고 또한 항상 신선한 농산물을 구입할 수 있다.,8,033-372-1933,,영월 서부아침시장,26236
655,경상북도 영주시 중앙로83번길 40,(영주동),35,A04,A0401,A04010200,2616067,38,20190819165428,,,,128.6232246649,36.8242840646,6.0,20190819165428,"영주시 영주동에 위치한 영주 365시장은 상권을 살리고 관광객을 유치하기 위해 선비골전통시장, 골목시장, 문화시장을 통합한 시장이다. 영주 365시장은 영주의 특산물인 영주문어를 비롯하여 한우, 부침개, 반찬, 강정, 젓갈 등을 판매하고 있다. 영주 365시장에는 정육 꾸러미, 문어 꾸러미, 반찬 꾸러미, 젓갈 꾸러미 등 365꾸러미 상품을 판매하고 있어서 선물하기도 좋고 배송도 가능하다. 가을에는 가을보따리 축제가 열리며 즉석복권 이벤트, 추억여행, 만들기 체험 등의 다양한 프로그램을 진행한다.<br>",14,,,영주 365시장,36075
656,경상북도 영주시 선비로79번길 1,(휴천동),35,A04,A0401,A04010100,132285,38,20030416000000,http://tong.visitkorea.or.kr/cms/resource/38/1979338_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/1979338_image3_1.jpg,,128.6232555715,36.8121548985,6.0,20190219161446,"1965년 개설된 
장옥형의 중형시장. 끝자리에 5자나 0자가 들어가는 날이 장날인 영주장 
(번개시장)에 가면  노점상들과 손님들로 북적거린다. 인근 농촌에서 채소류, 
곡물류를 갖고 나온 아낙네들이 줄지어 앉아 새로운 주인을 기다린다. 옛부터 이곳 영주의 3대 명산물은 사과, 직물, 인삼이다. 조선조 영조때부터 내려오는
 특산물 풍기인삼은 자연삼이어서 그 약효가 뛰어나고 값도 비싸다. 풍기에서는 잔뿌리
 를 따고 껍질을 벗겨 볕에 말린 백삼만 가공한다. 햇빛과 인공 건조로 밤낮 열흘을 말리고 구부린다. 그래서 풍기인삼을 반곡삼이라 부른다.
 또한 대구, 경북지역 사과의 중심 생산지가 영주이다. 지역적인 특성이 사과가 자라기에 알맞는 곳이기 때문이다.<br>",14,054-635-8408,영주 공설시장,"영주장 / 신영주번개시장 (5, 10일)",36115
657,경상북도 영천시 언하동 167-1,,35,A04,A0401,A04010700,132542,38,20020410000000,http://tong.visitkorea.or.kr/cms/resource/41/1979341_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/1979341_image3_1.jpg,"<a href=""http://www.ycwoodart.co.kr"" title=""영천목공예사 홈페이지로 이동"" target=""_blank"">http://www.ycwoodart.co.kr</a>",128.9694458854,35.9876358483,6.0,20191030160359,"경북 영천시 언하동에 위치한 영천목공예사는 목탁제조를 전문으로 입술목탁, 좌탁, 죽비 등 수작업 목탁을 제조하고 있다.

목탁은 살구나무가 뿌리에서 베어진 상태에서 약 3년이 지나야 목탁이 되어 소리를 얻는데, 1년은 그냥 밖에 두고 숙성을 시킨 후 가운데 심을 빼고 적당한 크기로 잘라 나무의 진을 빼기 위해 삶는 과정을 거쳐야 목탁을 제조할 수 있다. 목탁은 그만큼 모든 정성과 수고와 노력으로 만들어지는 제품이다. 좋은 토질에서 알맞은 기후의 살구나무 원목만으로 제조하고 있는 영천목공예사는 고유의 민족혼과 선조들의 얼을 담은 다양한 종류의 전통목공예품을 주문 생산한다.",15,"054-334-9757, 010-3540-9757",영천목탁공예사,영천목탁공예사,38818
658,경상북도 영천시 시장4길 38,(완산동),35,A04,A0401,A04010100,132350,38,20020422000000,http://tong.visitkorea.or.kr/cms/resource/37/1783337_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/1783337_image3_1.jpg,,128.9380465296,35.964376781300004,6.0,20191227154558,"대구, 경주, 포항, 안동방면으로 통하는 교통의 요충지로서 5일장이 열리는 날이면시장내는 물론, 4차선 도로 500m 양편 인도까지 각종 노점상들로 붐빈다.
교통의 요충지라는 이점으로 지금까지 그 규모와 명맥을 유지하고 있는 영천 5일장은 경북일대의 상인들이 모여드는 경상 최대의 농산물 교역시장이다.
대구 약령시장, 안동장과 함께 경상도 3대시장으로 꼽혀 왔으며, 특히 모든 약초는 전국에서 가장 많이 생산 거래되고 있다. 또한 영천쇠전(우시장)을 수원쇠전 다음으로 알아준다.",15,054-331-1772,,"영천장 (2, 7일)",38889
659,충북 단양군 영춘면 상리 409-1,(영춘면),33,A04,A0401,A04010100,132569,38,20020422000000,http://tong.visitkorea.or.kr/cms/resource/58/1959758_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/1959758_image3_1.jpg,"<a href=""https://www.danyang.go.kr/dy21/%EC%82%B0%EC%97%85%EA%B2%BD%EC%A0%9C/%EB%8B%A8%EC%96%91%EC%A0%84%ED%86%B5%EC%8B%9C%EC%9E%A5/%EC%98%81%EC%B6%98%EC%9E%A5"" target=""_blank"" title=""새창: 단양양 영춘장 홈페이지로 이동"">https://www.danyang.go.kr/</a>",128.4873654558,37.0787189753,6.0,20190128155717,"충청북도 단양군의 재래시장으로 매월 3일, 8일에 열린다. 전형적인 농촌 면소재지의 장터로 옛 정취를 맛볼 수 있는 재래시장이다. 장터에는 소백산 자락에서 거주하는 농촌 아낙들이 손수 채취 한 산나물과 약초, 대추 등이 있고, 지역 특산물인 영춘 납석 벼루와 동네 노인들이 만든 짚신, 망태기를 구경할 수 있다. <br>",2,,,"영춘장 (3, 8일)",27018
660,서울특별시 강남구 영동대로 513,(삼성동),1,A04,A0401,A04010600,2017159,38,20150715160820,http://tong.visitkorea.or.kr/cms/resource/78/2015978_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2015978_image2_1.jpg,"<a href=""http://www.ypbooks.co.kr"" target=""_blank"" title=""새창 : 영풍문고 홈페이지로 이동"">http://www.ypbooks.co.kr</a>",127.05913189450001,37.5118092746,6.0,20190226174422,"영풍문고는 1992년 서울 종각에 위치한 영풍빌딩 내에 국내 최대 규모의 종로점을 시작으로 현재 서울시내에 코엑스몰점,여의도점, 명동점, 청량리점 등과 지방 지역에 인천점, 광주점, 대구점, 대전점, 울산점,부산점 등이 지역을 대표하는 서점으로서 고객 여러분과 함께하는 편안한 문화공간을 제공하고 있다.  또한 영풍문고는 다양한 도서를 준비하여 고객분들께 최상의 서비스를 제공하며, 낭독회, 사인회, 강좌 등 다양한 문화활동을 준비하여 지역문화공간으로 자리매김하고 있다.<br>",1,02-6002-2718,,영풍문고 스타필드코엑스몰점,06164
661,서울특별시 종로구 청계천로 41,,1,A04,A0401,A04010600,1304864,38,20110610181714,http://tong.visitkorea.or.kr/cms/resource/13/1309013_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/1309013_image3_1.jpg,"<a href=""http://www.ypbooks.co.kr"" target=""_blank"" title=""새창"">http://www.ypbooks.co.kr</a>",126.9821594881,37.5696567271,6.0,20191227143259,"영풍문고는 다양한 도서제공과 함께 낭독회, 사인회, 강좌 등 다양한 문화활동을 제공하는 문화공간이다. 영풍문고 종로점은 국내 서점 중 최대 규모인 3,200평으로 지하1층과 지하2층 매장으로 구성되어 있다. 지하1층에는 국내외 35만 여종의 도서를 구비하고 있으며, 도서정보 및 이용안내 그리고 회원가입, 택배발송 등을 할 수 있는 고객서비스센터가 마련되어 있다. 지하 2층에는 다양한 볼거리가 있는 ‘Stylish gift mall‘과 라이프스타일 브랜드 샵이 자리하고 있다. 디지털IT ZONE에는 '삼성모바일 샵' 국내1호점, 애플샵, 마이크로소프트 브랜드샵이 입점해 있다. 또한 음반, 뷰티∙헬스케어용품, 고급만년필, 다이어리, 디자인문구, 디자인소품, 팬시용품, 캐릭터 용품, 리빙용품 등 다양한 상품이 구비되어 있다.",23,1522-2776,영풍문고,영풍문고 종로점,03188
662,경상남도 통영시 남망길 15,(동호동),36,A04,A0401,A04010900,584643,38,20080709105303,http://tong.visitkorea.or.kr/cms/resource/20/2369620_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2369620_image3_1.jpg,"<a title=""새창 : 공식 카페로 이동"" href=""http://blog.daum.net/ei2841"" target=""_blank"">http://blog.daum.net/ei2841</a>",128.4270829638,34.8435935311,6.0,20190226131133,통영누비는 누비제품만을 취급하는 누비전문업체이다. 남망산 공원 입구에 위치한 조그만 상점으로 다양한 누비 소품과 악세서리 노리게 등을 구매하실 수 있으며 사장님께 조금 배우실 수 있는 아늑한 분위의 매장이다. 통영 전통의 누비제품을 구매하시고 간단한 기능도 배워보기 바란다.,17,055-646-2841,,영하누비 (통영누비),53051
663,경상북도 영덕군 영해면 예주시장6길 15,(영해면),35,A04,A0401,A04010100,132382,38,20021126000000,http://tong.visitkorea.or.kr/cms/resource/21/1969021_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/1969021_image3_1.jpg,,129.4138298249,36.5311659654,6.0,20190221182234,"1965년에 
개설된 영해관광시장은 경상북도 영덕군에서 가장 규모가 크며 동해안 일대에서도 
거래량이 많은 전통시장이다. 시장면적은 약 5,000㎡이며 150여 개의 점포가 시장을 
형성하고 있다. 달마다 5, 10, 15, 20, 25, 30일에 장이 서며, 천혜의 자연 경관을 
자랑하는 블루로드가 있다.<br>",12,,시장상인회,"영해만세시장 / 영해관광시장 (5, 10일)",36411
664,전라남도 보성군 득량면 예당길 160-55,(득량면),38,A04,A0401,A04010100,132408,38,20020418000000,http://tong.visitkorea.or.kr/cms/resource/46/1972046_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/1972046_image3_1.jpg,,127.1993642311,34.7786488795,6.0,20180727132440,"광복 후 1950년이전 사이에 득량면 예당리에 매 5일과 10일에 서는 예당시장은
 미질이 뛰어난 예당쌀 거래 시자으로 유명하다.
 한때는 예당시장에서 거래되는 쌀이 500가마를 상회하였고 대부분 전문 도매상
 인들에 의해 부산, 광주 등 대도시로 직송되는 등 거래가 활발하였으나 양곡 도정업의 발달과 수송체계의 개선으로 지금은 실소비위주의 소량만 거래되고 있
 을 뿐, 이어서 시장의 양태도 미곡 위주의 곡물거래 중심에서 잡곡류의 소규모 
 곡물거래로 변화되고 대부분의 시장과 마찬가지로 돼지, 닭, 오리 등 소가 과수산물 그리고 잡화류가 주로 거래 되고 있다.<br>",10,061-853-7031,예당5일시장,"예당장 (5, 10일)",59436
665,충청남도 예산군 예산읍 역전로 84,,34,A04,A0401,A04010100,132399,38,20020422000000,http://tong.visitkorea.or.kr/cms/resource/73/1963373_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/1963373_image3_1.jpg,"<a href=""http://tour.yesan.go.kr/tour/sub01_01_03_11.do"" target=""_blank"" title=""예산군청 홈페이지로 이동"">http://www.yesan.go.kr</a>",126.8298865704,36.6867450355,6.0,20180312165835,"예산, 오가일대의 5일장이며 직접 재배한 농산물인 고추, 참깨, 예산사과 등이 
 주요품목이다 , 특히 예산 사과를 비롯한 신선한 채소의 유통량의 증가와 예산역앞에 위치하여 교통이 편리하기 때문에 많은 사람들이 쉽게 찾을 수 있는 
특징이 있다.",11,041-334-4220,예산군청,"예산 역전시장 (3, 8일)",32430
666,충청남도 예산군 예산읍 형제고개로 967,,34,A04,A0401,A04010100,132260,38,20020422000000,http://tong.visitkorea.or.kr/cms/resource/67/1963367_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/1963367_image3_1.jpg,"<a href=""http://tour.yesan.go.kr/tour/sub01_01_03_11.do"" target=""_blank"" title=""예산군청 홈페이지로 이동"">http://www.yesan.go.kr</a>",126.8496072676,36.6773270194,6.0,20180313172223,"예산군 일대에는 농업. 과수. 축산업이 발달해 있으며 예산의 장터는 이 지역 일대에서 나는 사과.고추.담배.쌀.보리.콩.고치 등의 집산지이다. 예산의 5일장은 5일, 10일, 15일, 20일, 25일, 30일에 열린다. 예산의 특산물은 무엇보다 '예산사과'를 꼽을 수 있는데, 대구 다음으로 사과가 많이 나는 '사과의 고장'으로 알려져 있다. 예산에서 생산되는 사과는 연간 3만 톤에 달한다.<br>",11,041-339-7253,예산군청,"예산장 / 예산시장 (5, 10일)",32438
667,서울특별시 종로구 창경궁로13길 18,(예지동),1,A04,A0401,A04010600,132212,38,20031119000000,,,,126.99713035,37.5695097907,6.0,20181123145701,"<br />&lt; 
귀금속, 시계골목 &gt;<br /><br />종로 4가 광장시장 맞은편 시계골목에 들어서면 도심 속의 별천지를 보는 느낌이다. 
 청계천 4가로 통하는 열십자 모양의 좁은 골목의 시계가게는 모두 5백여 곳. 골목 양옆
 으로 늘어선 작은 유리진열대 무허가 노점과 보석상까지 합치면 모두 1천여호가 북적거
 리는 곳이다.
 <br /><br />이 곳의 물건은 시내 소매상의 물건과 다름없이 품질이 좋고 일반소비자는 권장 소비자
 가격보다 60% 정도까지 싸게 구입할 수 있다.
 취급하는 시계의 종류도 다양하다. 국내 유명메이커 제품은 물론 3백 여 중소업체와 유
 명브랜드 수입제품까지 팔고 있다.
 싸게는 1천 5백원 짜리 아동시계부터 비싸게는 천만원 짜리 수입시계도 거래한다.  
 권장소비자가격에 비하면 40~60% 정도 싸게 팔린다. 또한, 시계와 함께 파는 보석도 시
 중보다 30% 정도 싸다.<br />&nbsp;<br>",23,,,"예지동 귀금속, 시계골목",03194
668,경상북도 예천군 예천읍 시장로 53,,35,A04,A0401,A04010100,132362,38,20030416000000,http://tong.visitkorea.or.kr/cms/resource/49/1959649_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1959649_image3_1.jpg,"<a href=""http://www.ycg.kr/open.content/ko/section/economy/traditional.markets/yecheon/"" target=""_blank"" title=""새창: 행사 홈페이지로 이동"">http://www.ycg.kr/</a>",128.45033110399999,36.6545724622,6.0,20190128170236,"예천장은 5일 장으로 2, 7, 12, 17, 22, 27일 열린다. 
예천장은 상설시장을 중심으로 해서 축협을 지나 300m 가량에 걸쳐 인도변을 따라 
각종 노점 상인들이 들어서 장을 이룬다. 거래품목으로는 어물, 채소, 과일을 비롯해서 
곡물, 약초, 의류, 잡화 등이다. <br /><br />특히 봄철이면 봄내음이 물씬 풍기는 봄나물인 냉이, 
달래, 쑥, 돌나물 등과 산에서 직접 따온 각종 버섯으로 시골 정취가 물씬 느껴지는 
옛 장터이다. 장날이면 시골에서 직접 재배한 농산물을 시장으로 갖고 나와 팔기 
때문에 중국산이 우리 시장을 차지하는 이때 우리 농산물을 직접 구입할 수 있어서 
좋다. 10년 전 교통이 발달하기 전만 하더라도 물건을 사고팔려는 타지 상인들로 
만원을 이루었는데 지금은 지역 사람의 도소매가 이루어지고 있다.<br>",16,054-654-7336,,"예천장 (2, 7일)",36828
669,서울특별시 강남구 선릉로131길 12,,1,A04,A0401,A04010600,1804150,38,20130412100718,,,"<a href=""http://www.orsia.co.kr"" target=""_blank"" title=""새창 : 오르시아 홈페이지로 이동""> 
</a><a href=""http://www.orsia.co.kr"" title=""오르시아 홈페이지로 이동"">http://www.orsia.co.kr</a>",127.0398445885,37.5178998874,6.0,20180309164930,"오르시아 쥬얼리 전시장은 강남에 위치하고 있으며 
귀품과 실속을 갖춘 350여 평의 국내 최대 쥬얼리 전시/판매장이다. 브랜드 가치로써의 
명품 오르시아를 지켜내기 위해 최상의 디자인 퀄리티와 최대한의 합리적인 가격으로 
고객님께 만족드릴 수 있도록 노력하고 있다. 오르시아는 30년 이상 2대째 
가치를 기반으로 대물림된 기업이기에 쥬얼리 한 점 한 점에 장인정신이 담겨져 있으며 
까다로운 검수과정은 다른 제품과는 차별화된 명품의 가치를 안겨드리고 있다. 오르시아의 
이런 가치는 구내 디자인상 중 가장 큰 권위를 자랑하는 지식경제부선정 '굿 디자인'에서 
쥬얼리 부분 특별상을 수차례 수장했으며, 국내 웨딩시장 최초로 자체 초대전을 열기도 
했다. <br>",1,02-542-6344,쥬얼리 한오채 주식회사,오르시아,06059
670,경기도 오산시 오산로272번길 22,(오산동),31,A04,A0401,A04010200,1433294,38,20111110152135,http://tong.visitkorea.or.kr/cms/resource/63/1941763_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/1941763_image3_1.jpg,"<a href=""http://5colormarket.com/"" target=""_blank"" title=""새창: 오산오색시장 홈페이지로 이동"">http://5colormarket.com/</a>",127.07084096850001,37.1509318541,6.0,20181123155750,"오산 중앙시장은 
조선시대부터 장이 형성되어 현재까지도 5일장으로 유명한 시장이다.&nbsp;&nbsp;1914년 
일제강점기때 정식시장으로 승인되어 90년 이상의 전통을 이어오고 있다. 5일장을 병행하는 상설시장으로 
장이서지 않는 날도 시장은 운영이되며 장날은 3일 8일 13일 18일 23일 28일이다. 
<br /><br />오산 중앙시장의 특징은 경기남부지역의 편리한 교통망과 지리적 접근성이 
쉬워 오산 지역뿐 아니라 평택·화성·용인·수원·안성 등 인근 
지역에서도 많이 찾는다는 점이다. 또한 무엇보다 5일장에서는 각지에서 1만여명 
이상이 찾아 명실상부한 재래시장으로 정통성을 이어가고 있다.<br>",22,031-376-4141,(사단)오산중앙시장조합번영회,오산 중앙시장/오색시장,18135
671,전라북도 임실군 오수면 오수로 159,(시장),37,A04,A0401,A04010100,250546,38,20071030000000,http://tong.visitkorea.or.kr/cms/resource/46/1976646_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/1976646_image3_1.jpg,"<a href=""http://www.imsil.go.kr/index.sko?menuCd=AA05003000000"" target=""_blank"" title=""오수시장 안내페이지로 이동"">http://imsil.gojb.net</a>",127.32663922889999,35.5384820362,6.0,20190215104235,"오수시장은 3개시군(남원, 순창, 장수)과 7개면의 교통이 요충지로써 장날이면 각 지역에서 몰려드는 장사꾼과 지역에 토박이 농부들이 판매하는 각종 채소, 과실, 생선, 잡화 등으로 오수시가지는 북새통을 이루고 있으며 투박한 시골사람과 깍쟁이 장사꾼과 물건 가격을 흥정하는 광경은 아직까지도 시골시장의 정취를 물씬 풍기고 있는 장터이다.",10,063-640-2404,,"오수상설시장 / 오수5일장 (5, 10일)",55954
672,충청북도 청주시 청원구 오창읍 화복로 433-3,,33,A04,A0401,A04010100,132028,38,20020422000000,http://tong.visitkorea.or.kr/cms/resource/71/1983871_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/1983871_image3_1.jpg,,127.4558509189,36.7426524758,6.0,20190226161716,"첨단과학산업과 천하의 근본인 농업이 공존하는 
곳, 청주. 오창읍에서 열리는 장이다. 교통의 요충지로 
싸전, 어물전, 잡화전, 우시장 등이 번성하였으나 교통의 발달과 우시장의 폐쇄로 
지금은 축소되어 운영되고 있다. 매월 3일과 8일에 장이 열린다. <br>",10,,,"오창장 (3, 8일)",28129
673,부산광역시 해운대구 센텀남대로 59,,6,A04,A0401,A04010600,1013838,38,20100503170906,http://tong.visitkorea.or.kr/cms/resource/17/1016117_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/1016117_image3_1.jpg,"<a href=""http://www.ohui.co.kr"" target=""_blank"" title=""새창 : 오휘 홈페이지로 이동"">http://www.ohui.co.kr </a>",129.1310907002,35.169880935100004,6.0,20190321175706,LG생활건강(LG Household & Heath Care/LG生活建康)의 ‘오휘’는 기후변화에 민감한 한국여성의 피부상태에 적합한 처방으로 만들어진 고급화장품이다. 지난 1997년 시장에 나온 이후 수입화장품 브랜드를 제치고 여성 소비자들로부터 꾸준한 인기를 얻고 있는 토종 브랜드 화장품으로 자리매김했다. <br>,16,051-730-3141,조혜란,오휘 (롯데백화점 센텀시티점),48058
674,전라남도 곡성군 옥과면 리문8길 14,,38,A04,A0401,A04010100,132056,38,20020422000000,,,"<a href=""http://www.gokseong.go.kr/tour/?pid=185&SEQ=351"" target=""_blank"" title=""새창 : 옥과면 홈페이지로 이동"">http://ok.gokseong.go.kr</a>",127.1379626782,35.2758918268,6.0,20190215110641,"1964. 10. 1 옥과면회문리 177번지의 대지면적 3,392m, 목조 스테프, 건축면적 1,202m 
 점포수는 62동(274칸) 규모로 지역 농산물의 원활한 유통을 목적으로 개설 운영한다.",3,061-360-8608,,"옥과장 (4, 9일)",57504
675,강원도 춘천시 동면 금옥길 228,,32,A04,A0401,A04010700,132443,38,20040130000000,http://tong.visitkorea.or.kr/cms/resource/45/1948045_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/1948045_image3_1.jpg,"<a href=""http://www.oksanga.com"" target=""_blank"" title=""새창 : 옥산가 홈페이지로 이동"">http://www.oksanga.com</a>",127.8051965568,37.9200893993,6.0,20180517090738,"춘천의 토산품인 
춘천연옥, 최상의 품질을 자랑하는 세계유일의 연옥(백옥) 광산으로 약 30만톤의 
풍부한 매장량과 420만 평에 달하는 총 6개 광구를 보유하고 있으며, 연옥의 신비한 
효능과 건강을 접목한 제품으로는 원석장신구 및 연옥분말을 이용한 생활용품, 혼합음료, 
건축 마감재 등을 자체 브랜드로 출시하고 있다.<br>",13,033-242-1042,옥산가,옥산가(춘천옥),24211
