,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,overview,sigungucode,tel,telname,title,zipcode,homepage
853,경기도 가평군 북면 백둔로 246,(북면),31,A03,A0302,A03020200,131438,28,20020722000000,,,127.47969340379998,37.9025576089,6.0,20180112161302,"경기도 가평군 북면 백둔리에 위치한 유스토리 청소년수련원은 경기 유일의 청정지역에 자리잡아 깨끗한 계곡의 물줄기가 4계절 내내 흐르고 1급수에서만 서식하는 많은 동식물들이 생태하는 곳으로 도심속에서는 찾아볼 수 없는 시원함과 청아함을 느낄 수 있는 곳이다. 이곳 수련원에서는 청소년들에게 호연지기의 기상을 드높일 뿐만 아니라 키와 마음이 자라고, 지혜가 자라게 하여 세계를 향해 베풀고 나누는 심신 수련장을 마련한다. 유스토리 청소년 수련원은 총 면적 30,164㎡의 넓은 부지에 연건평 3,514.43㎡의 지상3층, 지하1층의 건물로 수용인원은 성인 600명, 초등학생 800명 등 대규모 인원을 수용한다. 또 숙박은 600명을 동시 수용할 수 있다. 부대시설로는 3개 운동장과 2개의 주차장, 야영장, 대/중/소강당이 있으며 350여명을 동시에 수용할 수 있는 식당도 있다. 또 야외교육장은 첼린지코스 5종, 명지산 등산로, 산책로, 원두막쉼터, 수영장, 족구, 농구 등을 할 수 있고, 매점과 당구장, 노래방, 휴게실 등의 쉼터 등도 마련되어 있다.<br>",1,031-582-9788,유스토리 청소년수련원,유스토리 청소년수련원,12406,"<a href=""http://www.ustory.co/"" target=""_blank"" title=""새창 : 유스토리 청소년수련원 홈페이지로 이동"">http://www.ustory.co/</a>"
854,경상남도 남해군 창선면 서부로,(창선면),36,A03,A0303,A03030600,131360,28,20021129000000,,,127.9887197051,34.9017459191,6.0,20180409165838,율도리 어촌마을에 위치한&nbsp;낚시포인트에는 금방이라도 입질이 올 것 같은 포구가 즐비해 있으며 마을 앞 밤섬또한 낚시꾼들이 즐겨찾고 있는 장소이다.<br>,5,055-860-8602~5,남해군청 문화관광과,율도리 바다낚시,52449,
855,경기도 성남시 분당구 문정로 145,(율동),31,A03,A0302,A03022400,131938,28,20070419000000,http://tong.visitkorea.or.kr/cms/resource/25/1956925_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/1956925_image3_1.jpg,127.1499939365,37.3833424791,6.0,20180821163857,"* 번지점프란?<br />남태평양  펜타코스트 섬의 원주민들이 행하던 성인식 풍습에서 유래 되었다. Bungee jump를  성공하는 사람은 자신감과 담력은 물론 스트레스를 날려버릴 수 있다. 특별한 기술은 필요치 않으며 두둑한 배짱과 모험심이 있으면 누구나 도전이 가능하다. <br>
* 율동공원의 번지점프 특징<br />
- Bungee  전문교관 및 전기, 기계 기술자들의 시설물 및 장비 수시 점검으로 안전성 최대 보장<br />
-  자연호수를 바라보며 Bungee를 시도함으로써 최고의 스릴을 만끽할 수 있다.<br />
-  45m 높이에서 분당 및 율동공원 전망이 가능함에 따라 전망대 기능 보유 <br />- 수입금은  전액 성남시금고에 입고되어 시민에게 재투자됨<br>",12,,율동공원 번지점프장,율동공원번지점프,13576,"율동공원 번지점프 <a title=""새창 : 율동공원 번지점프 홈페이지로 이동"" href=""http://joyparkssup-000.whoisgh.com/?act=main"" target=""_blank"">http://joyparkssup-000.whoisgh.com/?act=main</a>"
856,경기도 용인시 처인구 백옥대로 860-38,(호동),31,A03,A0302,A03020700,131660,28,20040223000000,http://tong.visitkorea.or.kr/cms/resource/17/1941217_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/1941217_image3_1.jpg,127.218947975,37.215354836100005,6.0,20180813134016,"은화삼컨트리클럽은 세계 200여 명문 골프 코스를 설계한 아놀드 파머(Arnold Palmer)의 경험, 철학, 감각이 반영된 환상의 코스이다. 경기도 용인시 처인구 남동에 위치하여 서울과 용인 시가지의 중심부와 인접해 있어서 편리한 교통입지를 갖추고 있다. 전설적인 골퍼 아놀드파머(Arnold Palmer)의 설계를 바탕으로 한 골프코스는 수년간 회원님들과 프로골퍼들의 검증을 받은 은화삼만의 자랑이다. <br>",23,,은화삼컨트리클럽,은화삼컨트리클럽,17140,"은화삼컨트리클럽 <a href=""http://www.ehscc.co.kr"" target=""_blank"" title=""새창 : 은화삼컨트리클럽 홈페이지로 이동"">http://www.ehscc.co.kr</a>"
857,경상남도 의령군 부림면 신번로11길 26,(부림면),36,A03,A0302,A03020200,131798,28,20040623000000,,,128.321875474,35.4702990416,6.0,20180111093448,"* 수려한 자연환경에서 느끼는 심신수련, 의령군청소년수련관<br />
생활관 시설로서 자연경관이 수려하고 체력단련을 위한 등산, 조깅코스가 있다. 또한 수련원은 교통이 편리하며, 학생 및 일반인의 단합대회, 극기훈련 등이 용이하도록 시설이 조성되어 있어 단체 수련을 원하는 사람들에게 인기가 많다. 그리고 인근에 충익사(24㎞), 백산선생생가(5㎞), 신반체육공원(1㎞)등이 위치해 있다.
<br /><br />
* 체험을 통해 배우는 의령군청소년수련관 프로그램<br />
의령군청소년수련관 프로그램으로는 수상스포츠 안전교육과 한지의 유매 및 역사에 대해 배울 수 있는 전통 한지체험, 국내 최대 규모의 천연 자연 경관을 가지고 있는 우포늪 생태학습, 남녀노소 누구나 즐길 수 있는 서바이벌 게임 등 다양하게 준비되어 있다. <br>",12,055-574-2212,의령군청소년수련관,의령군청소년수련관,52103,"<a href=""http://www.ngr.kr"" target=""_blank"" title=""새창 : 의령군청소년수련관 홈페이지로 이동"">http://www.ngr.kr</a>"
858,경상북도 의성군 의성읍 충효로 68,(의성읍),35,A03,A0302,A03020200,131458,28,20020729000000,,,128.7051726157,36.3552336064,6.0,20180109104136,"의성군 청소년센터는 의성읍에 위치해있으며 청소년들에게 문화, 체육 등 다양한 수련공간을 제공하고 지역 주민의 복지증진을 위해 개관하였다.<br>",19,054-830-6950,의성군 청소년센터,의성군 청소년센터,37331,"<a href=""http://www.usyouth.go.kr"" target=""_blank"" title=""새창 : 의성군 청소년센터 홈페이지로 이동"">http://www.usyouth.go.kr</a>"
859,경상북도 의성군 의성읍 충효로 88,,35,A03,A0302,A03021300,2629036,28,20191022160534,http://tong.visitkorea.or.kr/cms/resource/19/2631319_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/19/2631319_image2_1.bmp,128.7028506025,36.3551113547,6.0,20191029142712,"경상북도 의성군 읍내에 위치한 컬링경기장, 2018 평창동계올림픽에서 컬링 신드롬을 일으킨 '팀 킴'(경북체육회 여자컬링팀)을 육성해낸 곳이다. 엘리트 컬링 전문 훈련장소로 활용 하며, 일반인 동호회, 체험도 가능하다. 2019년 부터 의성군 직영으로 운영 하고 있으며, 국내에서 가장 저렴한 요금의로 컬링을 즐길수 있으며, 장비대여, 시설대관, 강습까지 이루어지고 있다.<br>",19,,,의성컬링센터,37331,
860,강원도 춘천시 신동면 옛경춘로 114,,32,A03,A0303,A03030500,131036,28,20021216000000,http://tong.visitkorea.or.kr/cms/resource/41/2002341_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2002341_image3_1.jpg,127.6773884225,37.837416076,6.0,20180629143851,"북한강과 소양강의 합수 지점을 막아 만든 댐으로 소양호, 파로호에서 내려오는 물을 균형있게 한강으로 흘러보내기 위해 만들어진 댐이다. <br />
 따라서 소양호, 파라호의 배수에 따라 수위 변동이 심하다. 이런 심한 수위변동은 의암호 낚시에 큰 활력소가 되어 꾸준한 호황을 유지하게 해준다. 의암호는 여느 댐과는 달리 평지형을 이루고 있고, 수초도 많이 자라고 있어 붕어낚시엔 적합한 지형을 하고 있다.<br /> 초봄부터 늦은 가을까지 붕어가 낚이고 겨울에는 피라미, 빙어 얼음낚시가 가능하며 끄리 루어낚시는 사철 호황을 보이고 있다. 호수 속에는 붕어섬, 중도등 두개의 큰 섬이 있다. 춘천시와 인접하여 교통이 편리하고 주변 경관이 뛰어나다.<br>",13,,,의암호,24411,"춘천관광 의암댐,의암호 <a title=""새창 : 춘천관광 의암댐,의암호 페이지로 이동"" href=""http://tour.chuncheon.go.kr/tourinfo/sights/view/10388"" target=""_blank"">http://tour.chuncheon.go.kr/tourinfo/sights/view/10388</a><br><br>"
861,경기도 의왕시 왕송못동로,(월암동),31,A03,A0305,A03050100,2546531,28,20180510093658,http://tong.visitkorea.or.kr/cms/resource/14/2546514_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2546514_image2_1.jpg,126.9524473868,37.305886807,6.0,20180911131557,"'조금 더 높은 공간에서 소중한 사람과 하늘철길로의 여행'<br>
 <br />
의왕스카이레일(Sky-rail)은 왕송호수가 가진 수려한 자연경관을 배경으로 길이 350m를 하강하는 3개 라인으로 구성되며, 시속 80km의 최고속도에서 느끼는 아찔한 스릴감을 제공한다.<br>
 왕송호수가 한 눈에 담기는 타워전망대에서는 왕송호수의 전경과 함께 자연학습공원의 빼어난 사계절의 풍경을 감상할 수 있으며, 로맨틱한 석양과 자연이 주는 편안함을 느낄 수 있다.<br>
 <br>
 ※ 당일 기상여건(강풍, 폭우, 폭설, 안개로 인해 시야 확보가 어려울 때)에 따라 운행 제한이 있을 수 있음<br>",24,,의왕도시공사,의왕스카이레일,16107,"의왕도시공사 <a title=""새창 : 의왕도시공사 홈페이지로 이동"" href=""http://uiwangpark.uuc.or.kr/"" target=""_blank"">http://uiwangpark.uuc.or.kr/</a>"
862,경기도 의정부시 의정로 27,(의정부동),31,A03,A0302,A03020200,131150,28,20020809000000,http://tong.visitkorea.or.kr/cms/resource/66/1891666_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/1891666_image3_1.jpg,127.0338833903,37.7351828475,6.0,20180112170027,"서울, 동두천, 연천, 포천 등 수도권 북부 지역의 주요 시군들과의 교통이 편리하고, 수려한 자연경관을 지닌 북한산, 도봉산, 수락산 등과 인접하고 있어 다양한 수련활동을 펼칠 수 있는 여건을 갖추고 있다.<br>",25,031-828-9501,의정부시 청소년수련관,의정부시 청소년수련관,11622,"<a href=""http://www.uiyouth.or.kr/"" target=""_blank"" title=""새창 : 의정부시 청소년수련관 홈페이지로 이동"">http://www.uiyouth.or.kr/</a>"
863,경기도 의정부시 체육로 136,(녹양동),31,A03,A0302,A03021300,452707,28,20080212105750,http://tong.visitkorea.or.kr/cms/resource/79/1891679_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/1891679_image3_1.jpg,127.02383918790001,37.7587604767,6.0,20181112144910,경기도 의정부시 녹양동에 위치한 의정부실내빙상장으로 실내빙상장은 의정부 종합운동장 내에 위치하였다.<br>,25,,의정부실내빙상장,의정부실내빙상장,11606,"의정부실내빙상장 <a href=""http://www.siseol.or.kr/sub01/sub_05_01_01.asp"" target=""_blank"" title=""새창 : 의정부실내빙상장 홈페이지로 이동"">http://www.siseol.or.kr/sub01/sub_05_01_01.asp</a>"
864,강원도 원주시 소초면 신양선녀길 99,(소초면),32,A03,A0303,A03030500,131372,28,20020626000000,http://tong.visitkorea.or.kr/cms/resource/45/1813345_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/1813345_image3_1.jpg,127.9726185934,37.4130374465,6.0,20180517171549,"이무기 낚시터는 가족과 함께 수려한 풍경속에서 짜릿한 손맛을 느껴보기에는 더없이 좋다. 침묵하는 모든 것들의 따뜻한 울림을 발견할 수 있는 공간을 찾았다. 원주 인터체인지에서 횡성 방향으로 2km정도 진행하다 sk주유소를 지나 우회전해 1km더 가면 이무기낚시터를 만나게 된다. 이무기낚시터는 5천여평의 아담한 낚시터로 크고 작은 산들이 병풍처럼 둘러쳐져 있다. 낚시터에서 올려다 보면 산비탈과 과수원도 보이고 과수원에서는 복숭아와 배, 자두 등이 익어간다. 과일을 수확하는 시기에는 흠집난 과일은 낚시꾼차지가 될 만큼 사람들 인정이 살아있는 마을이기도 하다. <br />
 이무기 낚시터는 1994년 시작이 되었다. 그리고 전설처럼 전해오는 얘기는 20여년을 거슬러 올라간다. 인근주민들에 따르면 이무기를 직접 목격했으며 이무기를 위해 고사를 지내는 과정에서도 이무기가 출현했다고 전한다. 그러나 정작 저수지의 물을 모두 뺏을 때는 맨바닥만 드러났다고 한다.<br>",9,033-747-3386,이무기낚시터,이무기낚시터,26308,
865,충청북도 청주시 상당구 미원면 대신2길 31,(대신리),33,A03,A0302,A03020700,1030782,28,20100525153425,http://tong.visitkorea.or.kr/cms/resource/66/1847566_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/1847566_image3_1.jpg,127.60368653139999,36.6829036661,6.0,20180810101141,"세계 최고의 골프코스 설계회사이자 타겟골프디자인의 대명사인 미국 다이디자인 그룹을 초청하여 우리나라 지형에 맞는 전략적 설계를 과감히 도입하여 그린, 티잉그라운드, 페어웨이는 물론이고 러프까지 양잔디로 식재하여 골프의 묘미와 진면목을 느낄 수 있도록 조성하였다. <br>",10,,이븐데일 컨트리클럽,이븐데일 컨트리클럽,28195,"이븐데일 컨트리클럽 <a href=""http://www.evendale.co.kr"" target=""_blank"" title=""새창 : 이븐데일 컨트리클럽 홈페이지로 이동"">http://www.evendale.co.kr</a>"
866,경기도 광주시 곤지암읍 건업길 195,(곤지암읍),31,A03,A0302,A03020700,577694,28,20080619162620,http://tong.visitkorea.or.kr/cms/resource/28/1956928_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/1956928_image3_1.jpg,127.3847053427,37.4054997142,6.0,20180806132536,"앵자봉 기슭에 위치한 정남향 분지형의 지대를 가지고 있으며 풍수지리학상으로 아기를 안고 있는 어머니의 모습을 하고 있는 명당의 길지이다. 
사계절 안개가 적은 신비의 땅으로, 안개로 인한 새벽 Play에 지장이 매우 적다. 
동코스, 남코스, 서코스 총 27홀의 코스는 각 코스별로 개성있게 설계되어 있으며, 남녀노소 및 프로와 아마추어가 함께 즐거움과 도전의식을 가지고 Play 할 수 있다.<br>",5,,이스트밸리,이스트밸리,12720,"이스트밸리 <a href=""http://www.eastvalley.co.kr"" target=""_blank"" title=""새창 : 이스트밸리 홈페이지로 이동"">http://www.eastvalley.co.kr</a>"
867,제주특별자치도 서귀포시 성산읍 서성일로 688,(성산읍),39,A03,A0302,A03021100,1620988,28,20120502161344,http://tong.visitkorea.or.kr/cms/resource/64/1617264_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/1617264_image3_1.jpg,126.8580651683,33.4290157599,6.0,20181220135233,"3만평의 넓은 초원에서 말을 타고 재미있고 신나게 즐길 수 있도록 만들어진 곳이다. 말을 오랜 시간에 걸쳐 젊은 기수들이 교육을 잘 시켜 초보자들이 쉽게 탈 수 있다. 성산일출봉을 등지고 앞으로는 제주에서 가장 멋있고 웅장한 한라산이, 양옆으로는 멋있는 오름들이 솟아 아름다운 경치를 뽐내고 있다. 적토마, 백마, 흑마 등 다양한 색의 혼자탈 수 있는 교육이 잘된 멋있는 말 약 20필정도와 망아지를 포함한 약 80필정도를 기르고 있다. <br /><br />3만여평<br /><br />1992년 6월 11일 개장<br>",3,,이어도 승마장,이어도 승마장,63631,
868,대구광역시 달서구 두류공원로 200,(두류동),4,A03,A0302,A03021400,131518,28,20031216000000,http://tong.visitkorea.or.kr/cms/resource/57/1573857_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/1573857_image3_1.jpg,128.5648324586,35.8548628013,6.0,20190320134915,"이월드(구.우방타워랜드)는 1995년에 설립된 Tower와 Park가 어우러진 유럽식 도시공원으로 매년 평균300만 명 이상의 입장객이 방문하여 시·도민의 일상 문화·휴식공간으로의 역할을 수행함은 물론 대구·경북을 넘어 수도권 이남을 대표하는 테마파크로 자리매김하고 있다. 이월드에서는 겨울철에만 썰매를 즐길 수 있는 것이 아닌 여름철에는 잔디썰매를 운영하여 또다른 즐거움을 선사하고 있다. 잔디썰매는 잔디 위에서 시원한 물과 함께 썰매를 즐길 수 있어 여름철 휴가로 안성맞춤이다.<br /><br />* 여름철 썰매<br />잔디썰매 : 겨울철에만이 아닌 여름철에도 잔디위에서 시원한 물과 함께 썰매를 즐길 수 있다. <br /><br />* 겨울철 썰매 <br />플라스틱 썰매 : 가장 일반적인 형태의 눈썰매. 썰매 자체의 무게가 가벼워 속도감이 좋고, 누구나 부담 없이 즐길 수 있다는 것이 장점이다.<br />튜브 썰매 : 물놀이때 사용하는 튜브를 연상하면 이해가 빠르다. 마찰력이 적어 속도가 빠름은 물론, 쿠션감이 좋고 활강 시 충격이 적다.<br>",2,,이월드,이월드 눈썰매장,42666,"이월드 <a href=""http://www.eworld.kr"" target=""_blank"" title=""새창 : 이월드 홈페이지로 이동"">http://www.eworld.kr</a>"
869,대구광역시 달서구 두류공원로 200,(두류동),4,A03,A0302,A03021300,131838,28,20060123000000,,,128.5648324586,35.8548628013,6.0,20190320135104,"바람을 가르며 얼음 위를 미끄러지듯 달려보는 신나는 스케이트장, 대구 이월드 83타워 내에 위치한 아이스링크장이다.<br>",2,,,이월드 83타워 아이스링크,42666,"이월드 아이스링크<a href=""http://www.83tower.kr"" target=""_blank"" title=""새창 : 83타워 홈페이지로 이동"">http://www.83tower.kr</a>"
870,경기도 여주시 금사면 장흥로 416,(금사면),31,A03,A0302,A03020700,131352,28,20030326000000,,,127.49742883290001,37.3924754997,6.0,20180309151523,서울에서 30분 거리인 이포컨트리클럽은 금사호가 병풍처럼 둘러싸고 있어 산속에서 라운딩을 만끽할 수 있다.<br>,20,031-880-9000,이포컨트리클럽,이포컨트리클럽,12602,"<a href=""http://www.ipo-cc.co.kr"" target=""_blank"" title=""새창 : 이포컨트리클럽 홈페이지로 이동"">http://www.ipo-cc.co.kr</a>"
871,강원도 철원군 동송읍 태봉로 1814,(동송읍),32,A03,A0303,A03030800,131967,28,20070522000000,http://tong.visitkorea.or.kr/cms/resource/13/1947713_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/1947713_image3_1.jpg,127.29018007260001,38.188667947,6.0,20180511154926,"익사이팅코리아는 한탄강 래프팅을 중심으로 서바이벌, 직탕 태봉대교 번지점프, 산악오토바이 등을 전문으로 하는 레포츠 종합 업체이다.
 익사이팅코리아는 한탄강의 최고 절경이며 임꺽정 활동무대, 철의삼각지전적관, 철원온천관광호텔, 놀이동산으로 유명한 고석정, 한국의 나이아가라 폭포라고 불리우는 직탕폭포 인근 태봉대교 번지접프장 옆에 위치하고 있어 찾아가는 길이 타지역에 비해 쉽고 지리적으로 수도권에 속해 있어 43번, 87번, 3번, 경원선철도등과 서울에서 1시간30분대에 쉽게 연결되어 많은 이들에게 선호 받는 레포츠 종합 업체이다.
 또한 익사이팅코리아는 전문 진행 요원들과 함께 안전성을 최우선으로 하며, 무료 주차장, 숙박, 매점, 노래방, 식당 등을 종합적으로 갖고 있어 더욱 편리하게 여가를 즐길 수 있는 곳이다.<br>",12,033-455-5441,익사이팅코리아,익사이팅코리아,24023,"<a href=""http://blog.naver.com/duck0353"" target=""_blank"" title=""새창 : 익사이팅코리아 블로그로 이동"">http://blog.naver.com/duck0353</a>"
872,전라북도 익산시 선화로 255,(남중동),37,A03,A0302,A03020100,131621,28,20021021000000,,,126.9583169292,35.945446073,6.0,20180222113908,"제24회 서울올림픽대회의 성공을 후대에 영원히 전승·기념하고 온 국민의 성원에 보답하기 위하여 시·도별로 1개소씩 신축하였다. 
 지역사회의 체육활동을 중심으로 문화·예술 등 다목적 복합시설로 활용하여 시민들의 스포츠 생활화와 건전한 여가 선용에 이바지하기 위함이다. <br>",9,063-859-4621,익산시 국민생활관,익산시 국민생활관,54621,"<a href=""http://www.iksan.go.kr/gukmin"" target=""_blank"" title=""새창 : 익산시 국민생활관 홈페이지로 이동"">http://www.iksan.go.kr/gukmin</a>"
873,전라북도 익산시 인북로32길 32,(남중동),37,A03,A0302,A03020200,131193,28,20030401000000,http://tong.visitkorea.or.kr/cms/resource/84/1976184_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/1976184_image3_1.jpg,126.9598167452,35.947343104299996,6.0,20180105161541,"유네스코 세계유산 백제역사유적지구로써 국보11호인 미륵사지석탑과 보물 44호인 왕궁리 5층석탑 등 백제시대의 유적이 있으며, 벚꽃길로 유명한 전주-군산간 번영로가 펼쳐져 있다. <br /><br />

·1983. 5.18. 이리시 여성회관 개관 <br />
·1990.12.31. 익산군 여성회관 개관(함열)<br />
·2000. 1.12. 익산시 여성회관 통합 운영<br />
·2012. 1. 1 원광대학교 산학협력단 위탁 운영<br />
·2015. 1. 1.~ 익산시 직영 운영<br>",9,063-859-4986~8,익산시여성회관,익산시여성회관,54621,"익산시 여성회관 블로그 <a href=""http://blog.naver.com/iksanwo"" target=""_blank"" title=""새창 : 익산시 여성회관 블로그로 이동"">http://blog.naver.com/iksanwo</a>
<br /> 익산시 여성회관 카페 <a href=""http://cafe.naver.com/iksanwo"" target=""_blank"" title=""새창 : 익산시 여성회관 네이버카페로 이동"">http://cafe.naver.com/iksanwo</a>"
874,인천광역시 강화군 양도면 중앙로787번길 8-2,(양도면),2,A03,A0303,A03030500,1615967,28,20120426142437,http://tong.visitkorea.or.kr/cms/resource/60/1577260_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1577260_image3_1.jpg,126.4312173349,37.6984402831,6.0,20180615132917,"인천광역시 강화군 양도면 인산리에 위치한 낚시터이다. 제방 우측 상류권은 수초가 많은편이라 짧은대에 외바늘 채비가 적당하다. <br />
 낮낚시 보다는 밤낚시가 잘되는 곳이다.<br>",1,032-937-8788,인산낚시터,인산낚시터,23055,"인산낚시터 <a href=""http://www.insanfish.co.kr/"" target=""_blank"" title=""새창 : 인산낚시터 홈페이지로 이동"">http://www.insanfish.co.kr/</a>"
875,강원도 인제군 인제읍 비봉로44번길 81,(인제읍),32,A03,A0305,A03050100,1911434,28,20140407102826,http://tong.visitkorea.or.kr/cms/resource/15/1583415_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/1583415_image3_1.jpg,128.1686481469,38.0602827303,6.0,20190809134012,사이버 게임 서든어택을 실제 서바이벌 게임으로 구현한 서든어택 얼라이브 경기장은 2008년 인제 서든어택 얼라이브 대회를 처음 개최하면서 모험레포츠의 새 지평을 열었다. 모험레포츠 시설과 다양한 즐길거리가 가득한 인제 밀리터리테마파크가 국내 최초로 50m 높이의 줄 없는 번지점프 타워인 스캐드 다이빙 등을 추가하고 인제나르샤파크로 새롭게 단장하였다.<br>,10,,,인제나르샤파크(구. 인제 밀리터리 테마파크),24624,"인제 나르샤파크<a href=""http://www.inje-themepark.com"" target=""_blank"" title=""새창 : 인제나르샤파크 홈페이지로 이동"">http://www.inje-themepark.com</a>"
876,강원도 인제군 기린면 상하답로 130,(기린면),32,A03,A0302,A03022500,2018223,28,20150717101504,http://tong.visitkorea.or.kr/cms/resource/41/2607541_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2607541_image3_1.jpg,128.289116654,38.0053553097,6.0,20191217091406,"속도를 사랑하는 모든 레이서들의 꿈을 담은 3.908km의 서킷에서 국제 대회는 물론이고 일반인도 안전하게 레이싱을 즐기는 공간이다.인제스피디움의 서킷은 국내에서 가장 높은 수준의 안전기준을 적용해 운영되고 있다. 일반 대지가 아닌 강원도 인제의 산악형 지형의 서킷에서 고저차를 이용한 다이나믹 업다운 구간 레이싱이 다양한 재미를 선사한다.인제스피디움 트랙에서 즐기는 국내 최초 ""서킷 카트""서킷라이선스를 받지 않아도 서킷을 주행할 수 있다! 서킷에서는 스포츠카만 주행을 해야한다는 편견을 버려라! ""서킷 사파리""전문드라이버의 운전실력을 경험하고 싶다면, 직접 서킷을 운전하는게 겁난다면, ""서킷 택시""나의 차량으로도 ""스포츠주행""이 가능하다.<br>",10,,,인제스피디움리조트 서킷,24654,"인제스피디움 서킷 <a title=""새창 : 인제스피디움 서킷 홈페이지로 이동"" href=""http://cc.speedium.co.kr/"" target=""_blank"">http://cc.speedium.co.kr/</a>"
877,인천광역시 남동구 구월로 251,(구월동),2,A03,A0302,A03020100,1618051,28,20120427165124,http://tong.visitkorea.or.kr/cms/resource/83/1577483_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/1577483_image3_1.jpg,126.71875334219999,37.4565207348,6.0,20180226140113,"인천광역시 남동구 구월동에 소재하고 있으며, 국가와 사회가 기대하는 시민 복지 향상과 새 문화 창조의 실현과 다양한 생활체육 및 문화사업으로써 올림픽 정신을 계승, 발전시켜 나가며 미래지향적인 균형된 복지사회의 실현을 지향하고 있다. <br>",4,032-468-8182~4,인천 올림픽기념국민생활관,인천 올림픽기념국민생활관,21547,"<a href=""http://www.icoly.or.kr"" target=""_blank"" title=""새창 : 인천 올림픽기념국민생활관 홈페이지로 이동"">www.icoly.or.kr</a>"
878,인천광역시 미추홀구 경인로42번길 23,(숭의동),2,A03,A0302,A03020200,131148,28,20020809000000,http://tong.visitkorea.or.kr/cms/resource/93/2462393_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2462393_image3_1.jpg,126.64892618540001,37.463402034299996,6.0,20190312101747,"인천광역시 미추홀구 청소년수련관은 (재)성산청소년효재단에서 위탁 운영하는 청소년 수련시설로써 9세~24세 이하의 청소년들이 항상 자유롭게 이용할 수 있는 꿈과 사랑의 문화공간이다. 본 회관은 상시이용시설, 취미교양교육, 인성교육, 문화ㆍ예술ㆍ체육행사, 전통문화 등의 다양한 프로그램으로 청소년들의 심신단련을 위한 여가활동 및 잠재능력계발의 기회를 제공하고 있다.<br>",3,,,인천광역시 미추홀구 청소년수련관,22169,"청소년수련관 <a href=""http://icynaeil.org"" target=""_blank"" title=""새창 : 인천광역시 미추홀구 청소년수련관 홈페이지로 이동"">http://icynaeil.org</a>"
879,인천광역시 서구 도요지로 37,(경서동),2,A03,A0302,A03020700,130993,28,20040224000000,,,126.65980020229999,37.5628073348,6.0,20180309101949,"폐염전을 매립한 평지에 지어진 인천국제컨트리클럽은 환경친화적인 개발로 자연환경을 유지하여 주변 여건과 조화를 이룰 수 있도록 부단한 노력을 기울인 결과 현재의 쾌적하고 활기찬 골프 코스를 유지하고 있다. 또한 수도권에 위치하여, 교통이 편리하고 넓고 긴 훼어웨이와 1인1백 캐디제도로 골프의 진수를 쉽게 접할 수 있어 골프 인구 저변확대에 크게 이바지했다. 
 <br />＊개장일 - 1970. 8. 6<br>",7,032-562-9991~2,인천국제컨트리클럽,인천국제컨트리클럽,22690,"<a href=""http://incheoncc.com"" target=""_blank"" title=""새창 : 인천국제컨트리클럽 홈페이지로 이동"">http://incheoncc.com</a>"
880,인천광역시 남동구 무네미로 238,(장수동),2,A03,A0302,A03021400,585271,28,20080710113700,http://tong.visitkorea.or.kr/cms/resource/88/1923688_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/1923688_image3_1.jpg,126.75193914879999,37.458576639200004,6.0,20190121110903,"인천대공원 눈썰매장은 3개의 눈썰매 슬로프로 많은 인원이 안전하게 이용할 수 있으며, 대기시간이 짧아서 좋다.겨울에는 신나는 눈썰매장, 여름에는 맑은 물과 함께 물썰매를 이용할 수 있다.<br>",4,,인천대공원 사계절썰매장,인천대공원 사계절썰매장,21533,
881,인천광역시 미추홀구 매소홀로 618,(문학동),2,A03,A0302,A03020300,131716,28,20030527000000,http://tong.visitkorea.or.kr/cms/resource/60/1869660_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1869660_image3_1.jpg,126.6905342474,37.4365614435,6.0,20190312152204,"문학경기장의 위치는 인천광역시 미추홀구 매소홀로 618 (문학동482)이다.<br />
<br />
* 대지면적은 432,034.60㎡ (133,690평)<br />
* 연면적은 251,937.02㎡(76,222평)<br />
* 공사기간 : 1994년 7월부터 2002년 2월까지 총 7년 7개월<br>",3,,,인천문학경기장(인천월드컵경기장),22234,
