,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,mapx,mapy,mlevel,modifiedtime,readcount,sigungucode,tel,title,zipcode,firstimage,firstimage2
2287,경상남도 거창군 위천면 황산1길 109-5,(위천면),36,B02,B0201,B02011600,1883062,32,20140108110156,127.8370186747,35.7629155826,6.0,20190807163557,11504,2,"055-943-3104, 010-5359-2224",원학고가[한국관광 품질인증/Korea Quality],50103,http://tong.visitkorea.or.kr/cms/resource/13/2572413_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2572413_image3_1.jpg
2288,경상남도 산청군 단성면 지리산대로2897번길 8-7,(단성면),36,B02,B0201,B02011600,1971934,32,20141209113839,127.9367673019,35.2746836474,6.0,20190611151325,8971,9,010-6801-5446,월강고택(최씨고가)[한국관광 품질인증/Korea Quality],52252,http://tong.visitkorea.or.kr/cms/resource/58/2574758_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2574758_image3_1.jpg
2289,경기도 화성시 향남읍 발안공단로5길 7-23,,31,B02,B0201,B02010100,139488,32,20070410000000,126.9085907953,37.0861281306,6.0,20190201102011,33510,31,031-353-7833,월드관광호텔,18623,http://tong.visitkorea.or.kr/cms/resource/60/1593360_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1593360_image3_1.jpg
2290,제주특별자치도 제주시 애월읍 광령평화2길 116-12,,39,B02,B0201,B02010600,1895925,32,20140218145236,126.4322686501,33.4349944010,6.0,20181228152935,6131,4,064-799-7759,월드와이드 유스호스텔,63064,,
2291,대구광역시 수성구 월드컵로5안길 22,(삼덕동),4,B02,B0201,B02011600,2623611,32,20191008160152,128.6789536631,35.8298066305,,20191114110918,0,7,010-3600-9402,월드컵 장미 한옥,42250,,
2292,전라북도 군산시 서래내길 48,(경암동),37,B02,B0201,B02010900,2570322,32,20181127141510,126.7254479825,35.9786160645,,20190118131822,11,2,063-445-3009,월드컵모텔,54037,,
2293,경상남도 고성군 고성읍 성내로 131,,36,B02,B0201,B02010900,2579905,32,20181218154014,128.3226997603,34.9734826827,6.0,20190117132917,22,3,055-674-4337,월든모텔,52943,,
2294,전라북도 군산시 현충로 95,"1,2층(나운동)",37,B02,B0201,B02011100,2570325,32,20181127141718,126.6894404683,35.9640615547,,20190118131854,42,2,063-476-7888,월명24시사우나찜질방,54141,,
2295,인천광역시 중구 월미로 229,,2,B02,B0201,B02010100,2534394,32,20180124093243,126.5998303328,37.4753747773,6.0,20190219104825,2076,10,032-777-8780<br />032-777-8781,월미도 다이아몬드호텔,22302,http://tong.visitkorea.or.kr/cms/resource/67/2534367_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/67/2534367_image2_1.JPG
2296,경상남도 고성군 상리면 상정대로 1309-15,,36,B02,B0201,B02010900,2579909,32,20181218154118,128.2066760327,34.9936144707,6.0,20190117140259,13,3,055-673-7812,월성모텔,52952,,
2297,충청북도 제천시 한수면 미륵송계로3길 18,,33,B02,B0201,B02010700,138577,32,20050330000000,128.0816354295,36.8770845548,6.0,20190130163420,29830,7,010-5583-7017,월악산 송계펜션,27226,http://tong.visitkorea.or.kr/cms/resource/90/1848190_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/1848190_image3_1.jpg
2298,충청북도 제천시 한수면 월악로 1372,,33,B02,B0201,B02010600,137497,32,20030822000000,128.0827787144,36.9139414541,6.0,20181228151206,37006,7,043-651-7001,월악산 유스호스텔,27221,http://tong.visitkorea.or.kr/cms/resource/38/710838_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/710838_image3_1.jpg
2299,충청북도 제천시 한수면 미륵송계로3길 46-23,,33,B02,B0201,B02010700,397755,32,20080118175943,128.0807243160,36.8800230888,6.0,20191213171131,26730,7,043-653-5454,월악펜션빌 고갱의집,27226,http://tong.visitkorea.or.kr/cms/resource/85/1853085_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/1853085_image3_1.jpg
2300,충청북도 제천시 한수면 미륵송계로3길 46-23,,33,B02,B0201,B02010700,397754,32,20080118175932,128.0807243160,36.8800230888,6.0,20191226132240,25140,7,043-653-5454,월악펜션빌 고흐의집,27226,http://tong.visitkorea.or.kr/cms/resource/73/1853073_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/1853073_image3_1.jpg
2301,충청북도 제천시 한수면 미륵송계로3길 46-23,,33,B02,B0201,B02010700,397753,32,20080118175924,128.0807243160,36.8800230888,6.0,20191226133253,25329,7,043-653-5454,월악펜션빌 마네의집,27226,http://tong.visitkorea.or.kr/cms/resource/76/1853076_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/1853076_image3_1.jpg
2302,충청북도 제천시 한수면 미륵송계로3길 46-23,,33,B02,B0201,B02010700,397752,32,20080118175918,128.0807243160,36.8800230888,6.0,20191226134324,24144,7,043-653-5454,월악펜션빌 모네의집,27226,http://tong.visitkorea.or.kr/cms/resource/49/1853049_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1853049_image3_1.jpg
2303,경상북도 경주시 남간안길 5-10,(탑동),35,B02,B0201,B02011600,2613097,32,20190726110416,129.2162068881,35.8156710399,,20191111152243,0,2,010-3570-1950,월암재,38173,,
2304,전라남도 영암군 군서면 모정1길 37-11,(군서면),38,B02,B0201,B02011600,1883593,32,20140109131531,126.6123909006,34.7781502202,6.0,20190611142735,8287,17,010-6648-7916,월인당[한국관광 품질인증/Korea Quality],58433,http://tong.visitkorea.or.kr/cms/resource/73/2574173_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2574173_image3_1.jpg
2305,전라남도 영암군 군서면 월암길 116-11,,38,B02,B0201,B02011600,2576371,32,20181211102252,126.6537624307,34.7708378382,,20190903140323,0,17,010-9136-1937,월출산 달빛정원,58434,http://tong.visitkorea.or.kr/cms/resource/23/2576023_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/23/2576023_image2_1.PNG
2306,전라남도 영암군 군서면 마한로 331,,38,B02,B0201,B02010100,143016,32,20040419000000,126.6562361178,34.8158133739,6.0,20191101113926,44034,17,061-473-6311,월출산온천관광호텔,58432,http://tong.visitkorea.or.kr/cms/resource/27/1009327_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/1009327_image3_1.jpg
2307,전라북도 익산시 동서로 380,(영등동),37,B02,B0201,B02010900,2564295,32,20181025112744,126.9760013325,35.9503874810,6.0,20190627182005,482,9,063-720-3000,웨스턴라이프호텔,54630,http://tong.visitkorea.or.kr/cms/resource/04/2564304_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2564304_image2_1.jpg
2308,전라북도 군산시 옥서면 선연길 17,,37,B02,B0201,B02010100,2570331,32,20181127143353,126.6187366077,35.9280950114,,20190118132030,0,2,"063-471-0715, 063-471-2866",웨스턴호텔,54168,,
2309,충청남도 보령시 옥마벚길 10,,34,B02,B0201,B02010500,1394730,32,20111004091628,126.6225146598,36.3324127075,6.0,20190114164619,24554,5,041-939-3601,웨스토피아 콘도미니엄,33482,,
2310,충청북도 괴산군 연풍면 수옥정길 175-1,,33,B02,B0201,B02010900,2405438,32,20160825164414,128.0351080796,36.8135493224,,20190522172133,5206,1,043-833-8814,웨스트오브가나안 [한국관광 품질인증/Korea Quality],28012,,
2311,서울특별시 중구 소공로 106,,1,B02,B0201,B02010100,142730,32,20031219000000,126.9800876056,37.5643128670,6.0,20190306152346,53485,24,02-771-0500,웨스틴 조선 호텔(서울),04533,,
2312,경기도 용인시 처인구 양지면 새실로75번길 2-8,,31,B02,B0201,B02010700,252697,32,20071105000000,127.3263708524,37.2412482222,6.0,20181221091738,33689,23,010-3826-2781,웰리스펜션,17163,http://tong.visitkorea.or.kr/cms/resource/70/1942870_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/1942870_image3_1.jpg
2313,강원도 횡성군 둔내면 고원로 451,,32,B02,B0201,B02010500,136548,32,20031218000000,128.2492886569,37.4872340609,6.0,20191122172621,35690,18,1544-8833,웰리힐리파크,25263,http://tong.visitkorea.or.kr/cms/resource/38/1583938_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/1583938_image3_1.jpg
2314,강원도 횡성군 둔내면 고원로 451,,32,B02,B0201,B02010600,136590,32,20030804000000,128.2501246065,37.4901254092,6.0,20181228135614,33178,18,1544-8833,웰리힐리파크 유스호스텔,25263,http://tong.visitkorea.or.kr/cms/resource/72/1848072_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1848072_image3_1.jpg
2315,전라남도 목포시 비파로116번길 6-2,(상동),38,B02,B0201,B02010900,2582528,32,20181224162730,126.4242040056,34.8082104041,,20190116112853,19,8,061-287-0083,웰모텔,58662,,
2316,경상남도 거제시 일운면 소동6길 50,,36,B02,B0201,B02010700,1296037,32,20110601114605,128.6979899278,34.8443427576,6.0,20191025155445,28648,1,"055-682-1600,1700,4900",웰빙머드펜션,53326,http://tong.visitkorea.or.kr/cms/resource/10/1981510_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/1981510_image3_1.jpg
2317,인천광역시 중구 왕산로 40,,2,B02,B0201,B02010100,143114,32,20050323000000,126.3686879420,37.4613140296,6.0,20190604172939,35771,10,032-752-1111,위너스관광호텔,22383,http://tong.visitkorea.or.kr/cms/resource/65/1239665_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/1239665_image3_1.jpg
2318,강원도 속초시 먹거리2길 33,,32,B02,B0201,B02010900,137321,32,20030828000000,128.5766069419,38.1939555814,6.0,20190318173502,23262,5,033-631-3838,위너스모텔,24855,http://tong.visitkorea.or.kr/cms/resource/10/735310_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/735310_image3_1.jpg
2319,충청남도 태안군 이원면 원이로 2166,,34,B02,B0201,B02010700,138641,32,20050711000000,126.3017532089,36.9163205193,6.0,20190927154110,22350,14,010-6405-7091,위드오션,32100,,
2320,강원도 속초시 동해대로 3993,(조양동),32,B02,B0201,B02010900,2489789,32,20170413110558,128.5981606687,38.1898287029,6.0,20190318094612,3291,5,033-631-3620,위드유[한국관광 품질인증/Korea Quality],24892,http://tong.visitkorea.or.kr/cms/resource/30/2532630_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2532630_image2_1.jpg
2321,인천광역시 강화군 삼산면 삼산남로 902-19,,2,B02,B0201,B02010700,741093,32,20090526102537,126.3100730972,37.6908251603,6.0,20181211161819,24885,1,"032-932-8870, 032-932-0887",위딜펜션,23007,http://tong.visitkorea.or.kr/cms/resource/23/740623_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/740623_image3_1.jpg
2322,부산광역시 금정구 중앙대로1805번길 16,,6,B02,B0201,B02010900,1991878,32,20150313142749,129.0922809042,35.2448912567,6.0,20190107104636,4131,2,051-512-1608,위모텔,46274,http://tong.visitkorea.or.kr/cms/resource/89/1991789_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/1991789_image2_1.jpg
2323,경상북도 경주시 쪽샘길 7,(황남동),35,B02,B0201,B02011600,2570717,32,20181128163433,129.2179867047,35.8361576508,,20190903140620,0,2,010-9384-1000,위연재,38164,http://tong.visitkorea.or.kr/cms/resource/74/2568874_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/74/2568874_image2_1.JPG
2324,경기도 파주시 탄현면 성동로 20-45,,31,B02,B0201,B02010900,1873876,32,20131219103514,126.6876388766,37.7764996041,6.0,20191119174501,7193,27,1577-0312,위즈호텔,10862,http://tong.visitkorea.or.kr/cms/resource/70/1873870_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/1873870_image2_1.jpg
2325,울산광역시 동구 해수욕장9길 59,(일산동),7,B02,B0201,B02010900,2571209,32,20181129140602,129.4317889202,35.4910144356,,20190124143227,30,3,052-252-0243,윈드힐모텔,44057,,
2326,경상남도 통영시 광도면 죽림5로 25-53,,36,B02,B0201,B02010900,2578711,32,20181217111622,128.4213379087,34.8858303699,,20190118093920,13,17,055-649-6046,윈모텔,53014,,
2327,경상남도 통영시 동충4길 10,(항남동),36,B02,B0201,B02010900,2578716,32,20181217111756,128.4221056927,34.8408076424,,20190118093948,11,17,055-648-8980,윈저모텔,53054,,
2328,경기도 파주시 원앙길 6,,31,B02,B0201,B02010900,724837,32,20090421141411,126.7748173486,37.7644192344,6.0,20190514154141,20005,27,031-945-0437,윈저호텔,10930,http://tong.visitkorea.or.kr/cms/resource/83/726283_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/726283_image3_1.jpg
2329,경상남도 거제시 옥포성안로4길 42,(옥포동),36,B02,B0201,B02010100,2578738,32,20181217115955,128.6986580555,34.8916652594,6.0,20190118170321,26,1,055-688-0880,윈호텔,53231,,
2330,경상북도 안동시 옥명길 28,(옥동),35,B02,B0201,B02010900,1963819,32,20141107150032,128.7025640455,36.5645124812,6.0,20190927133000,4013,11,054-843-1188,윈호텔,36657,,
2331,부산광역시 해운대구 송정중앙로6번길 36,(송정동),6,B02,B0201,B02011100,2574073,32,20181205153337,129.2005509870,35.1822391732,,20191024173310,0,16,010-9872-5869,윙민박,48073,http://tong.visitkorea.or.kr/cms/resource/06/2573206_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2573206_image2_1.jpg
2332,대구광역시 중구 태평로 117,,4,B02,B0201,B02010100,142916,32,20031223000000,128.5907851359,35.8761358713,6.0,20191014170927,43760,8,053-252-2221,유니온관광호텔,41902,http://tong.visitkorea.or.kr/cms/resource/32/1346032_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/1346032_image3_1.jpg
2333,전라남도 목포시 용당로216번길 24,5층건물 (용당동),38,B02,B0201,B02010900,2582538,32,20181224163425,126.4007283509,34.8061741375,,20190116132603,25,8,061-272-7121,유달장,58651,,
2334,제주특별자치도 서귀포시 칠십리로285번길 19,,39,B02,B0201,B02010500,1511149,32,20111226132555,126.5856678683,33.2485785396,6.0,20190705162624,24163,3,064-763-1003,유로리조트,63598,http://tong.visitkorea.or.kr/cms/resource/37/1509937_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/1509937_image3_1.jpg
2335,전라북도 군산시 옥구읍 신장길 26,,37,B02,B0201,B02010700,1629060,32,20120516134118,126.6842591627,35.9033850571,6.0,20191023143247,18814,2,063-471-1112,유로빌리지,54172,,
2336,서울특별시 구로구 새말로18길 142,,1,B02,B0201,B02010900,136332,32,20030708000000,126.8921252084,37.5001992975,6.0,20190308151221,29556,7,02-869-7396,유로파라텔,08297,http://tong.visitkorea.or.kr/cms/resource/08/1867508_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/1867508_image3_1.jpg
2337,전라북도 군산시 장미2길 6,(장미동),37,B02,B0201,B02010900,2570335,32,20181127143640,126.7176706635,35.9877621096,,20190118132113,12,2,063-445-9120,유림장,54026,,
2338,경상남도 양산시 북안북3길 6,(북부동),36,B02,B0201,B02010900,138828,32,20060523000000,129.0395215407,35.3483258975,6.0,20190828111209,22995,10,055-372-0012,유모텔,50616,,
2339,대전광역시 유성구 학하중앙로 68,(덕명동),3,B02,B0201,B02010600,136476,32,20051125000000,127.2997091288,36.3454008001,6.0,20190627175716,49213,4,042-822-9591~2,유성 유스호스텔,34159,http://tong.visitkorea.or.kr/cms/resource/55/1945955_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/1945955_image3_1.jpg
2340,대전광역시 유성구 온천로 9,,3,B02,B0201,B02010100,142834,32,20031029000000,127.3388608892,36.3561974797,6.0,20190325155530,55310,4,042-820-0100,유성호텔,34169,http://tong.visitkorea.or.kr/cms/resource/76/1346076_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/1346076_image3_1.jpg
2341,경기도 파주시 광탄면 보광로 774,,31,B02,B0201,B02010700,138630,32,20050609000000,126.8963810159,37.7719260921,6.0,20190710102213,40251,27,010-8539-4100,유신펜션,10952,http://tong.visitkorea.or.kr/cms/resource/76/1786876_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/1786876_image3_1.jpg
2342,경기도 안성시 대덕면 서동대로 4790,,31,B02,B0201,B02010900,138478,32,20050204000000,127.2329412082,37.0148837986,6.0,20190104100941,26794,16,031-674-6644,유앤미모텔,17545,http://tong.visitkorea.or.kr/cms/resource/15/1893515_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/1893515_image3_1.jpg
2343,경상남도 통영시 데메3길 27-7,(도남동),36,B02,B0201,B02011100,2574024,32,20181205150633,128.4213060852,34.8285228908,,20191024144605,0,17,010-5574-5228,유어즈 게스트하우스(통영 유어스게스트하우스),53075,http://tong.visitkorea.or.kr/cms/resource/06/2573106_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2573106_image2_1.jpg
2344,대구광역시 남구 앞산순환로93길 48,(대명동),4,B02,B0201,B02011100,2575180,32,20181207150720,128.5753098848,35.8343097649,,20191024161606,0,1,010-9511-5673,유원게스트하우스,42490,http://tong.visitkorea.or.kr/cms/resource/79/2575079_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/79/2575079_image2_1.JPG
2345,강원도 횡성군 둔내면 화동삽교로 60-30,,32,B02,B0201,B02010600,397631,32,20080123152241,128.2418342544,37.5643472245,6.0,20181231174907,26845,18,033-344-3456,유토피아 유스호스텔,25260,http://tong.visitkorea.or.kr/cms/resource/40/1815640_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/1815640_image3_1.jpg
2346,전라남도 목포시 평화로 65-9,(상동),38,B02,B0201,B02010900,2582545,32,20181224163854,126.4319813676,34.7969645760,,20190116132243,21,8,061-285-3000,유토피아가족호텔,58748,,
2347,부산광역시 수영구 무학로9번길 133,,6,B02,B0201,B02010100,142871,32,20031223000000,129.1170753189,35.1674642794,6.0,20190801093444,31222,12,051-757-1100,유토피아관광호텔,48266,http://tong.visitkorea.or.kr/cms/resource/52/1347552_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/1347552_image3_1.jpg
2348,경기도 수원시 장안구 장안로 264-5,,31,B02,B0201,B02010900,138971,32,20061127000000,126.9919771298,37.3059041764,6.0,20190520170605,26854,13,031-207-5858,유토피아호텔,16337,http://tong.visitkorea.or.kr/cms/resource/18/1786718_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/1786718_image3_1.jpg
2349,울산광역시 중구 가구거리 88,(반구동),7,B02,B0201,B02010900,2571498,32,20181129164246,129.3406838744,35.5575163561,,20190124160239,28,1,052-297-0162,유투모텔,44528,,
2350,경상남도 양산시 북안남1길 4,,36,B02,B0201,B02010900,1817369,32,20130607141051,129.0354164594,35.3441179606,6.0,20190219141146,5780,10,055-384-4111,유플러스 모텔,50619,,
2351,경상남도 통영시 산양읍 추도일주로 328-2,,36,B02,B0201,B02011000,2578722,32,20181217112443,128.2902637408,34.7597532470,,20190118094044,13,17,010-9313-2628,윤성호 추도민박,53091,,
2352,경상남도 고성군 거류면 거류로 672,,36,B02,B0201,B02010900,2579918,32,20181218154837,128.4053476412,34.9909210950,6.0,20190117140352,14,3,055-673-1139,으아리모텔,52925,,
2353,경상남도 통영시 한산면 매물도대항길 72,,36,B02,B0201,,2578735,32,20181217113843,128.5693537165,34.6397771622,,20190118094109,8,17,"055-643-7466, 010-9965-7466",은아민박,53097,,
2354,울산광역시 울주군 상북면 알프스온천5길 39,,7,B02,B0201,B02010900,2571574,32,20181129171258,129.0728739675,35.5562114821,,20190124161407,15,5,052-263-1784,은하수모텔,44952,,
2355,강원도 정선군 정선읍 외반점길 102-25,,32,B02,B0201,B02010700,626147,32,20080918174108,128.6728000674,37.4101732384,6.0,20190227155612,24046,11,033-562-5768,은하수와여울 펜션,26121,http://tong.visitkorea.or.kr/cms/resource/51/601651_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/601651_image3_1.jpg
2356,인천광역시 중구 용유서로304번길 12,,2,B02,B0201,B02010100,143124,32,20060117000000,126.3763293211,37.4463464589,6.0,20181227172209,35039,10,032-751-2233,을왕관광호텔,22383,http://tong.visitkorea.or.kr/cms/resource/19/1348219_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/1348219_image3_1.jpg
2357,강원도 평창군 방림면 고원로 520-97,,32,B02,B0201,B02010700,900163,32,20091216153856,128.2727347711,37.4533856374,6.0,20190226173132,29655,15,033-334-9535,음악이흐르는숲,25364,,
2358,강원도 홍천군 남면 응아지길 90,,32,B02,B0201,B02010700,940216,32,20100127142502,127.7622301636,37.6676068238,6.0,20181211171336,22373,16,033-435-1873,응아지나루,25105,http://tong.visitkorea.or.kr/cms/resource/76/1849376_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/1849376_image3_1.jpg
2359,경상북도 의성군 금성면 산운마을길 55,(금성면),35,B02,B0201,B02011600,1992717,32,20150323174804,128.7016177205,36.2458487617,6.0,20190510141501,5950,19,"054-834-7762, 010-5246-7762",의성소우당[한국관광 품질인증/Korea Quality],37352,,
2360,전라북도 전주시 완산구 간납로 8,(풍남동3가),37,B02,B0201,B02011600,2613318,32,20190726152341,127.1555971588,35.8166474889,,20191114092113,0,12,010-2827-2639,이가한옥,55036,,
2361,충청남도 보령시 주산면 방죽안길 33,,34,B02,B0201,B02011600,2623941,32,20191010161619,126.6398217662,36.2136960538,,20191114092250,0,5,010-2059-6422,이광명고택,33516,,
2362,부산광역시 동래구 중앙대로1473번길 14-13,,6,B02,B0201,B02010900,137953,32,20030716000000,129.0829824485,35.2181857451,6.0,20190104100832,27826,6,051-557-4450,이그니스모텔(구 맨하탄모텔),47711,http://tong.visitkorea.or.kr/cms/resource/69/1899069_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/1899069_image3_1.jpg
2363,경상북도 문경시 문경읍 온천강변2길 46,,35,B02,B0201,B02010900,2557922,32,20180817091914,128.1086261605,36.7280438178,6.0,20190327133539,816,7,054-572-8800,이너스 호텔,36918,http://tong.visitkorea.or.kr/cms/resource/46/2557846_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2557846_image2_1.jpg
2364,경기도 가평군 가평읍 북한강변로 326-128,,31,B02,B0201,B02010900,2503879,32,20170823134014,127.5394978225,37.7555924802,6.0,20191112162722,2755,1,031-581-0600,이뜨랜리조트,12428,http://tong.visitkorea.or.kr/cms/resource/41/2503941_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2503941_image2_1.jpg
2365,충청남도 태안군 근흥면 연포1길 2,,34,B02,B0201,B02010700,1273794,32,20110509160257,126.2088813617,36.6951528067,6.0,20191002172754,15127,14,041-674-6411,이레펜션,32130,,
2366,충청북도 제천시 청풍면 청풍호로42길 53-15,,33,B02,B0201,B02010700,137920,32,20031001000000,128.1688957332,37.0192698359,6.0,20191024181623,30601,7,010-9049-8677,이른아침호숫가펜션,27215,http://tong.visitkorea.or.kr/cms/resource/17/1848117_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/1848117_image3_1.jpg
2367,경기도 포천시 내촌면 금강로 2714-30,,31,B02,B0201,B02010900,139059,32,20061218000000,127.2549388776,37.8085227663,6.0,20190826175354,19300,29,031-533-0877,이리스모텔,11188,http://tong.visitkorea.or.kr/cms/resource/80/1899180_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/1899180_image3_1.jpg
2368,경상남도 통영시 산양읍 산양일주로 1450-3,,36,B02,B0201,B02011000,2578736,32,20181217114126,128.3901431534,34.7895544689,,20190118094142,11,17,010-2008-1050,이만호민박,53087,,
2369,경상남도 통영시 산양읍 만지길 11-1,,36,B02,B0201,B02011000,2578854,32,20181217134402,128.3887667989,34.7396961262,,20190118094203,16,17,010-9330-5980,이모민박,53090,,
2370,부산광역시 동구 망양로525번길 22,(초량동),6,B02,B0201,B02011100,2607423,32,20190620111838,129.0285565614,35.1192013827,,20191112112515,0,5,010-6343-3286,이바구캠프,48717,,
2371,서울특별시 중구 퇴계로20길 41-14,(남산동2가),1,B02,B0201,B02011100,2574082,32,20181205153917,126.9867593834,37.5585442120,,20191014094733,0,24,010-2761-0075,이브(이브게스트하우스),04629,http://tong.visitkorea.or.kr/cms/resource/39/2573239_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2573239_image2_1.jpg
2372,경상남도 고성군 회화면 배둔로 60,,36,B02,B0201,B02010900,2579929,32,20181218154916,128.3715154609,35.0589573064,6.0,20190117140506,16,3,055-673-2503,이브모텔,52915,,
2373,경기도 파주시 탄현면 필승로 446,,31,B02,B0201,B02010900,1963767,32,20141107104100,126.6862416640,37.7806990897,6.0,20191018161228,5841,27,031-944-0335,이브텔,10862,,
2374,서울특별시 중구 남대문로 78,,1,B02,B0201,B02010100,436076,32,20080130141935,126.9830095592,37.5644101300,6.0,20190617150621,69320,24,02-6272-1101,이비스 앰배서더 명동,04534,,
2375,부산광역시 부산진구 중앙대로 777,,6,B02,B0201,B02010100,1428723,32,20111107094210,129.0618636089,35.1618444439,6.0,20181226144933,24443,7,051-930-1122,이비스 앰배서더 부산,47251,,
2376,서울특별시 강남구 삼성로 431,,1,B02,B0201,B02010100,143122,32,20051202000000,127.0570878259,37.5051016832,6.0,20181227155703,33435,1,02-3454-1101,이비스 앰배서더 서울,06195,http://tong.visitkorea.or.kr/cms/resource/28/1867828_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/1867828_image3_1.jpg
2377,경기도 수원시 팔달구 권광로 132,(인계동),31,B02,B0201,B02010100,986600,32,20100326101224,127.0292055303,37.2621071357,6.0,20190603154935,31934,13,031-230-5000,이비스 앰배서더 수원,16491,http://tong.visitkorea.or.kr/cms/resource/47/1336747_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/1336747_image3_1.jpg
2378,경상북도 칠곡군 왜관읍 매원2길 43,,35,B02,B0201,B02010700,2007732,32,20150604100149,128.4308320241,35.9959749000,6.0,20190710143158,3525,22,"010-3508-4116, 010-3667-6711",이석고택,39870,http://tong.visitkorea.or.kr/cms/resource/80/2007580_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2007580_image2_1.jpg
2379,강원도 동해시 한섬로 112-4,,32,B02,B0201,B02010100,1772835,32,20121228103943,129.1162902566,37.5201330403,6.0,20181226151823,18016,3,033-532-5454,이스턴 관광호텔,25770,,
2380,대구광역시 동구 팔공로47길 38,,4,B02,B0201,B02010900,2017557,32,20150716132729,128.6367576338,35.9202011748,6.0,20181217095858,5836,4,053-986-7424,이시아호텔,41026,http://tong.visitkorea.or.kr/cms/resource/07/2017507_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/07/2017507_image2_1.JPG
2381,대전광역시 서구 둔산로65번길 29,(둔산동),3,B02,B0201,B02010900,1874873,32,20131220150250,127.3798239330,36.3546567157,6.0,20190318104919,12245,3,042-487-3939,이안레지던스호텔[한국관광 품질인증/Korea Quality],35233,http://tong.visitkorea.or.kr/cms/resource/67/1874867_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/67/1874867_image2_1.JPG
2382,충청남도 태안군 고남면 구매길 43,,34,B02,B0201,B02010700,906862,32,20091224163357,126.4270825947,36.4254431282,6.0,20190924094236,15094,14,010-3786-2499,이안펜션,32172,http://tong.visitkorea.or.kr/cms/resource/59/1964759_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/1964759_image3_1.jpg
2383,제주특별자치도 서귀포시 천제연로 113,,39,B02,B0201,B02010700,138935,32,20061201000000,126.4179350411,33.2550779472,6.0,20190712132147,20817,3,064-738-0452,이어도성 펜션,63534,http://tong.visitkorea.or.kr/cms/resource/81/1933481_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/1933481_image3_1.jpg
