,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,modifiedtime,readcount,sigungucode,tel,title,mlevel,zipcode
5943,강원도 태백시 서학로 861,(황지동),32.0,A03,A0302,A03021200,2398868,12,20160810135740,,,128.9587371936,37.1717256209,20160923142459,488.0,14.0,033-580-7000,오투리조트스키장,6.0,26010
5944,제주특별자치도 제주시 오현길 61,(이도일동),39.0,A02,A0201,A02010700,126462,12,20021216000000,http://tong.visitkorea.or.kr/cms/resource/02/197802_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/197802_image3_1.jpg,126.5255810579,33.5102931048,20181107170659,23945.0,4.0,,오현단,6.0,63192
5945,강원도 고성군 죽왕면 심층수길 36-1,(죽왕면),32.0,A02,A0203,A02030100,128603,12,20050926000000,http://tong.visitkorea.or.kr/cms/resource/18/863118_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/863118_image3_1.jpg,128.5253851292,38.3297554315,20191219170206,21853.0,2.0,,오호어촌체험마을,6.0,24747
5946,서울특별시 강남구 학동로21길 52,(논현동) 2층,1.0,A02,A0202,A02020300,2518733,12,20171201135938,http://tong.visitkorea.or.kr/cms/resource/28/2518728_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2518728_image2_1.jpg,127.0263125315,37.5163414918,20191105131358,1516.0,1.0,,오휘스파논현,6.0,06042
5947,경상북도 영천시 화북면 별빛로 122,(화북면),35.0,A02,A0201,A02010700,126935,12,20040218000000,http://tong.visitkorea.or.kr/cms/resource/05/2005705_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2005705_image3_1.jpg,128.9480413730,36.1146682758,20190509165032,18148.0,15.0,,옥간정,6.0,38813
5948,경상북도 영덕군 달산면 팔각산로,,35.0,A01,A0101,A01010900,127441,12,20031222000000,http://tong.visitkorea.or.kr/cms/resource/80/217580_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/217580_image3_1.jpg,129.2589466431,36.3297469901,20180530150110,96774.0,12.0,,옥계계곡,6.0,36449
5949,경상북도 구미시 여헌로 68,(인의동),35.0,A02,A0201,A02010700,1959038,12,20141022135212,,,128.4258515721,36.1075899140,20191122131551,2686.0,4.0,,옥계서원(구미),6.0,39434
5950,전라남도 순천시 명말2길 20,(연향동),38.0,A02,A0201,A02010700,1957440,12,20141017143804,,,127.5146686415,34.9381502460,20191122131652,2402.0,11.0,,옥계서원(순천),6.0,57992
5951,경상남도 합천군 봉산면 서부로 3078-13,(봉산면),36.0,A02,A0201,A02010700,1959927,12,20141024104340,,,127.9975067415,35.5757035339,20191122131757,1483.0,21.0,,옥계서원(합천),6.0,50211
5952,전라북도 완주군 운주면 산북리 평촌,,37.0,A01,A0101,A01010900,1613900,12,20120425110325,http://tong.visitkorea.or.kr/cms/resource/39/1605139_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1605139_image3_1.jpg,127.2964744244,36.0968930253,20191203163605,20461.0,8.0,,옥계천,6.0,55300
5953,충청북도 영동군 심천면 고당리,산 75-1,33.0,A01,A0101,A01010800,125838,12,20030213000000,http://tong.visitkorea.or.kr/cms/resource/89/764989_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/764989_image3_1.jpg,127.6728294189,36.2125642841,20191216135902,34800.0,4.0,043-740-3114,옥계폭포,6.0,29106
5954,강원도 강릉시 옥계면 주수리 558,(옥계면),32.0,A01,A0101,A01011400,2398287,12,20160809152854,,,129.0462044737,37.6232308895,20160926174230,714.0,1.0,033-640-4533,옥계항,6.0,25634
5955,강원도 강릉시 옥계면 금진솔밭길 104-32,,32.0,A01,A0101,A01011200,128176,12,20040701000000,http://tong.visitkorea.or.kr/cms/resource/89/622489_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/622489_image3_1.jpg,129.0480708236,37.6280637014,20190607104707,36974.0,1.0,,옥계해변,6.0,25633
5956,전라남도 곡성군 옥과면 옥과7길 13,(옥과면),38.0,A02,A0201,A02010700,1954949,12,20141010093131,,,127.1331241505,35.2784970055,20191128111134,2385.0,3.0,,옥과향교,6.0,57503
5957,경기도 시흥시 오이도로 58,(정왕동),31.0,A02,A0202,A02020700,127362,12,20031106000000,http://tong.visitkorea.or.kr/cms/resource/78/760378_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/760378_image3_1.jpg,126.7115678593,37.3574543328,20181120130631,40557.0,14.0,,옥구공원,6.0,15013
5958,전라북도 군산시 옥구읍 광월길 33-50,(옥구읍),37.0,A02,A0201,A02010700,126392,12,20030819000000,http://tong.visitkorea.or.kr/cms/resource/06/1603906_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/1603906_image3_1.jpg,126.7072008533,35.9306628917,20190510142545,20425.0,2.0,,옥구향교,6.0,54172
5959,경상남도 거제시 아주동,(아주동),36.0,A01,A0101,A01010400,127259,12,20021205000000,http://tong.visitkorea.or.kr/cms/resource/41/2617241_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2617241_image2_1.jpg,128.6921985684,34.8517223835,20190903140007,36125.0,1.0,,옥녀봉(거제),6.0,53299
5960,강원도 인제군 북면 설악로,북면 한계리 일원,32.0,A01,A0101,A01010800,125662,12,20030813000000,http://tong.visitkorea.or.kr/cms/resource/91/1841991_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/1841991_image3_1.jpg,128.3179771887,38.1197981047,20191128155605,26770.0,10.0,033-463-3476,옥녀탕,6.0,24607
5961,경상북도 상주시 모동면 수봉2길 29,,35.0,A02,A0201,A02010700,1959040,12,20141022135510,,,127.9418033426,36.2898964211,20191122153604,1661.0,9.0,,옥동서원,6.0,37274
5962,충청북도 진천군 덕산읍 옥동1길 35,,33.0,A01,A0101,A01010500,2615397,12,20190816113222,,,127.5132053402,36.8972662847,20190816113222,0.0,8.0,,옥동연꽃방죽,6.0,27855
5963,경상북도 상주시 화북면 문장로,,35.0,A01,A0101,A01010800,126055,12,20030918000000,http://tong.visitkorea.or.kr/cms/resource/70/1891370_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/1891370_image3_1.jpg,127.8668507190,36.6240374127,20181205171320,20357.0,9.0,,옥량폭포,6.0,37101
5964,전라남도 강진군 강진읍 옥련사길 86,,38.0,A02,A0201,A02010800,337552,12,20071218162007,,,126.7515911456,34.6062412829,20191001102121,19082.0,1.0,,옥련사(강진),6.0,59248
5965,경상북도 의성군 안평면 옥련사길 130,(안평면),35.0,A02,A0201,A02010800,337551,12,20071218161719,,,128.5509316914,36.4189040254,20190308094722,16363.0,19.0,,옥련사(의성),6.0,37316
5966,부산광역시 수영구 광남로257번길 58,(민락동),6.0,A02,A0201,A02010800,128134,12,20040510000000,http://tong.visitkorea.or.kr/cms/resource/44/566244_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/566244_image3_1.jpg,129.1266024351,35.1613790260,20191224142524,31948.0,12.0,,옥련선원,6.0,48275
5967,대전광역시 대덕구 비래골길 47-74,(비래동),3.0,A02,A0201,A02010700,1622660,12,20120504144600,http://tong.visitkorea.or.kr/cms/resource/13/1585313_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/1585313_image3_1.jpg,127.4487366342,36.3759971663,20190520172612,16659.0,1.0,,옥류각,6.0,34412
5968,경상북도 봉화군 소천면 분천리,,35.0,A01,A0101,A01010900,127421,12,20030917000000,http://tong.visitkorea.or.kr/cms/resource/17/1979217_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/1979217_image3_1.jpg,129.1382842574,36.9216660858,20180605103545,25703.0,8.0,,옥방천,6.0,36265
5969,경기도 포천시 창수면 옥수로327번길 189,(창수면),31.0,A02,A0201,A02010700,1955906,12,20141014132356,,,127.1708015545,38.0190300204,20191127165201,1913.0,29.0,,옥병서원,6.0,11134
5970,경상북도 경주시 안강읍 세심길,,35.0,A02,A0203,A02030100,128430,12,20050422000000,,,129.1619059504,36.0153502268,20191220144607,27725.0,2.0,,옥산 세심마을,6.0,38000
5971,경상북도 안동시 북후면 벽절길 137,,35.0,A02,A0201,A02010800,337555,12,20071218162319,,,128.6878535965,36.6825376125,20190312165211,18222.0,11.0,,옥산사(안동),6.0,36614
5972,전라북도 정읍시 소성면 애당모촌길 9,(소성면),37.0,A02,A0201,A02010700,1957023,12,20141016111430,,,126.7800129508,35.5299847292,20190131100536,1682.0,13.0,,옥산서원,6.0,56214
5973,경상남도 하동군 옥종면 옥산서원길 61-7,(옥종면),36.0,A02,A0201,A02010700,1959941,12,20141024105106,,,127.8883550574,35.1622704490,20190419105422,1868.0,18.0,,옥산서원,6.0,52315
5974,전라북도 군산시 옥구읍 광월길 33-50,,37.0,A02,A0201,A02010700,913309,12,20100105142246,http://tong.visitkorea.or.kr/cms/resource/22/1625722_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/1625722_image3_1.jpg,126.7066508966,35.9308934120,20190904134626,20953.0,2.0,,옥산서원,6.0,54172
5975,경상북도 경주시 안강읍 옥산서원길 216-27,,35.0,A02,A0201,A02010700,126212,12,20040212000000,http://tong.visitkorea.or.kr/cms/resource/07/2620807_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2620807_image3_1.jpg,129.1632059369,36.0118395377,20191001142602,24583.0,2.0,,옥산서원 [유네스코 세계문화유산],6.0,38000
5976,경상남도 거제시 삼동동,(상동동),36.0,A02,A0201,A02010200,127264,12,20021205000000,,,128.6227656048,34.8559651023,20181019171911,26781.0,1.0,,옥산성지,6.0,53292
5977,경상북도 상주시 외남면 옥성수자동길 40-11,,35.0,A02,A0201,A02010700,1959042,12,20141022140039,,,128.1007014099,36.3503868581,20191122153453,1943.0,9.0,,옥성서원,6.0,37259
5978,경상북도 구미시 옥성면 휴양림길 150,,35.0,A01,A0101,A01010600,407291,12,20080115133813,http://tong.visitkorea.or.kr/cms/resource/25/1968225_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/1968225_image3_1.jpg,128.2813152241,36.2758431126,20181218170958,39275.0,4.0,,옥성자연휴양림,6.0,39102
5979,충청북도 제천시 수산면 옥순봉로 399,,33.0,A02,A0205,A02050100,2610559,12,20190711135210,,,128.2318365625,36.9492762752,20190711135210,0.0,7.0,,옥순대교,6.0,27218
5980,대구광역시 달성군 옥포읍 기세리 306,,4.0,A02,A0202,A02020700,2606236,12,20190612163053,http://tong.visitkorea.or.kr/cms/resource/92/2610492_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2610492_image3_1.jpg,128.4803058549,35.7803752340,20190821161715,0.0,3.0,053-668-3763,옥연지 송해공원,6.0,
5981,대전광역시 대덕구 계족로 750,(읍내동),3.0,A02,A0201,A02010700,1622717,12,20120504152540,http://tong.visitkorea.or.kr/cms/resource/82/1585382_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/1585382_image3_1.jpg,127.4273190487,36.3780715475,20190520171536,16755.0,1.0,,옥오재,6.0,34354
5982,경상남도 합천군 쌍책면 황강옥전로 1510-60,(쌍책면),36.0,A02,A0201,A02010700,1959943,12,20141024105539,,,128.2785734564,35.5829438798,20191121174359,1767.0,21.0,,옥전서원,6.0,50252
5983,전라북도 정읍시 산내면 청정로 926-79,(산내면) 일원,37.0,A02,A0202,A02020600,1626156,12,20120509105652,http://tong.visitkorea.or.kr/cms/resource/41/2031741_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2031741_image3_1.jpg,127.0186828200,35.5532778224,20191205161051,24087.0,13.0,,옥정호 구절초테마공원,6.0,56127
5984,전라북도 임실군 운암면,입석리 458,37.0,A01,A0101,A01011700,126551,12,20040220000000,http://tong.visitkorea.or.kr/cms/resource/42/219742_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/219742_image3_1.jpg,127.1097293693,35.5891836471,20181210175648,61864.0,10.0,063-640-2353,옥정호(물안개길),6.0,55904
5985,충청북도 옥천군 안남면 종미3길 120,(안남면),33.0,A02,A0201,A02010700,1944693,12,20140827103139,,,127.6693817572,36.3414272868,20190419112536,1854.0,5.0,,옥천 경율당,6.0,29010
5986,충청북도 옥천군 안남면 연주길 170,(안남면),33.0,A02,A0201,A02010700,756463,12,20090623101130,http://tong.visitkorea.or.kr/cms/resource/26/2517726_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2517726_image2_1.jpg,127.6652819543,36.3475765104,20190911094807,20045.0,5.0,,옥천 독락정,6.0,29010
5987,충청북도 옥천군 동이면 안터1길 36,(동이면),33.0,A02,A0201,A02010700,125955,12,20020513000000,,,127.6186618954,36.3191011500,20190225154411,20097.0,5.0,,옥천 석탄리 고인돌,6.0,29021
5988,충청북도 옥천군 동이면 안터1길 36,(동이면),33.0,A02,A0201,A02010700,1673567,12,20120718141913,http://tong.visitkorea.or.kr/cms/resource/24/1674624_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/1674624_image3_1.jpg,127.6179036251,36.3192650067,20190226095913,18117.0,5.0,,옥천 석탄리 선돌,6.0,29021
5989,충청북도 옥천군 옥천읍 향수길 119,(옥천읍),33.0,A02,A0201,A02010500,1944698,12,20140827104530,http://tong.visitkorea.or.kr/cms/resource/65/1953565_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/1953565_image3_1.jpg,127.5877785734,36.3179146226,20191128154010,5667.0,5.0,,옥천 육영수 생가,6.0,29027
5990,충청북도 옥천군 군북면 이백6길 126,(군북면),33.0,A02,A0201,A02010700,753420,12,20090616101831,http://tong.visitkorea.or.kr/cms/resource/24/1596724_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/1596724_image2_1.jpg,127.5558922131,36.3295654979,20190419135046,21600.0,5.0,,옥천 이지당,6.0,29003
5991,충청북도 옥천군 청성면 장수로1길 79-1,(청성면),33.0,A02,A0203,A02030100,802472,12,20090914111830,,,127.7436036187,36.3157871061,20190905091023,18376.0,5.0,,옥천 장수마을,6.0,29018
5992,충청북도 옥천군 안내면 도이길 42,(안내면),33.0,A02,A0201,A02010700,125958,12,20020513000000,http://tong.visitkorea.or.kr/cms/resource/29/1596729_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/1596729_image3_1.jpg,127.6718826328,36.4025203482,20190423141535,21924.0,5.0,,옥천 후율당,6.0,29007
5993,충북 옥천군,,33.0,B03,B0305,,125345,12,20031105000000,,,127.5710942522,36.3068878060,20140710171451,19758.0,5.0,043-730-3114,옥천군,7.0,373-800
5994,경기도 양평군 옥천면 옥천길98번길 12,(옥천면) 일대,31.0,A02,A0203,A02030600,612752,12,20080820160614,http://tong.visitkorea.or.kr/cms/resource/74/1790974_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/1790974_image3_1.jpg,127.4641726250,37.5199601203,20190916162726,19510.0,19.0,,옥천리 냉면마을,6.0,12507
5995,경상남도 고성군 개천면 연화산1로 471-9,(개천면),36.0,A02,A0201,A02010800,128662,12,20051115000000,,,128.2626827455,35.0802029763,20191218171928,30997.0,3.0,,옥천사(고성),6.0,52904
5996,전라북도 진안군 동향면,,37.0,A02,A0201,A02010700,1957024,12,20141016111902,,,127.5675432570,35.8404603302,20191126153230,2057.0,14.0,,옥천사(진안),6.0,55447
5997,전라남도 순천시 임청대길 18,(옥천동),38.0,A02,A0201,A02010700,1957442,12,20141017144259,,,127.4787131086,34.9522063796,20191122152343,3519.0,11.0,,옥천서원(순천),6.0,57941
5998,경상북도 예천군 감천면 덕율1길 15-21,,35.0,A02,A0201,A02010700,1959044,12,20141022140326,,,128.5022222609,36.7045982663,20191122152305,3515.0,16.0,,옥천서원(예천),6.0,36811
5999,서울특별시 서대문구 홍지문길 1-38,(홍은동),1.0,A02,A0201,A02010800,337557,12,20071218163150,http://tong.visitkorea.or.kr/cms/resource/81/723881_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/723881_image3_1.jpg,126.9541779361,37.5968225119,20190122103340,27862.0,14.0,,옥천암(서울),6.0,03608
6000,울산광역시 북구 무룡로 225,(연암동),7,A02,A0201,A02010800,337556,12,20071218162703,,,129.3850376997,35.5801174291,20191001102020,21181,4,,옥천암(울산),6.0,44246
6001,전라북도 진안군 용담면 주용로 227-164,(용담면),37,A02,A0201,A02010800,1627846,12,20120514111938,,,127.4758952793,35.9656889149,20191204171135,17332,14,,옥천암(진안),6.0,55404
6002,충청북도 옥천군 옥천읍 향수8길 8-5,(옥천읍),33,A02,A0201,A02010700,1954386,12,20141007143655,http://tong.visitkorea.or.kr/cms/resource/42/877642_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/877642_image2_1.jpg,127.5861842674,36.3180423570,20190419111625,3432,5,,옥천향교,6.0,29027
6003,강원도 춘천시 동면 금옥길 228,(동면),32,A02,A0203,A02030200,2396687,12,20160805094756,,,127.8051965568,37.9200893993,20170328174758,696,13,010-5020-8187,옥체험장,6.0,24211
6004,인천광역시 강화군 불은면 강화동로 403,(불은면),2,A02,A0203,A02030400,1039170,12,20100608112836,http://tong.visitkorea.or.kr/cms/resource/71/1575771_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/1575771_image3_1.jpg,126.4870490082,37.6741274333,20191226111933,41778,1,,옥토끼우주센터,6.0,23046
6005,경상남도 거제시 팔랑포2길 87,(옥포동),36,A02,A0202,A02020600,127258,12,20031107000000,http://tong.visitkorea.or.kr/cms/resource/65/2367565_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2367565_image3_1.jpg,128.7135231510,34.9020949178,20181116112345,32819,1,,옥포대첩기념공원,6.0,53214
6006,충청북도 청주시 상당구 미원면 운암2길,,33,A01,A0101,A01010900,127648,12,20030901000000,http://tong.visitkorea.or.kr/cms/resource/24/1983824_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/1983824_image3_1.jpg,127.6912779680,36.6087748630,20191014164000,45205,10,,옥화9경,6.0,28200
6007,충청북도 청주시 상당구 미원면 운암옥화길 140,(미원면),33,A01,A0101,A01010600,127080,12,20031209000000,http://tong.visitkorea.or.kr/cms/resource/46/608246_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/608246_image3_1.jpg,127.6958861872,36.5980511753,20190926181304,63763,10,043-283-3200,옥화자연휴양림,6.0,28200
6008,충청북도 단양군 영춘면 온달로 23,,33,A02,A0203,A02030400,2616453,12,20190826112712,http://tong.visitkorea.or.kr/cms/resource/93/2366293_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2366293_image3_1.jpg,128.4915183165,37.0632486092,20190826112712,0,2,,온달관광지,6.0,27020
6009,서울특별시 구로구 오류동,,1,A02,A0202,A02020700,814255,12,20091006144818,http://tong.visitkorea.or.kr/cms/resource/25/2356825_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2356825_image3_1.jpg,126.8361636516,37.4998233440,20190903155331,29026,7,,온수공원,6.0,08253
6010,서울특별시 구로구 고척로3길 86-52,(오류동),1,A02,A0202,A02020700,2591824,12,20190313143912,http://tong.visitkorea.or.kr/cms/resource/21/2591821_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/21/2591821_image2_1.bmp,126.8364080805,37.4995733769,20190313143912,48,7,,온수도시 자연공원(잣절공원),6.0,08254
6011,충청남도 아산시 온천대로 1459,(온천동),34,A02,A0202,A02020300,2037031,12,20151029165106,http://tong.visitkorea.or.kr/cms/resource/18/2037318_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2037318_image2_1.jpg,126.9994409011,36.7827008547,20191119174319,12144,9,,온양관광호텔 온천탕,6.0,31507
6012,충청남도 아산시 온천동,,34,A02,A0202,A02020300,125856,12,20030207000000,http://tong.visitkorea.or.kr/cms/resource/32/1500732_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/1500732_image3_1.jpg,126.9995242099,36.7833257842,20180608151127,137492,9,,온양온천지구,6.0,31507
6013,충청남도 금산군 금성면 어필각로 412,,34,A02,A0201,A02010700,126874,12,20020513000000,http://tong.visitkorea.or.kr/cms/resource/15/757615_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/757615_image3_1.jpg,127.4832310901,36.1594780718,20190213103305,18234,2,,온양이씨어필각,6.0,32716
6014,충청남도 아산시 외암로 1414-11,(읍내동),34,A02,A0201,A02010700,1954690,12,20141008095700,http://tong.visitkorea.or.kr/cms/resource/60/1500760_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1500760_image3_1.jpg,127.0158566317,36.7627367758,20190508161550,2671,9,,온양향교,6.0,31562
6015,경기도 과천시 관악산길 58,(관문동),31,A02,A0201,A02010700,128579,12,20050914000000,http://tong.visitkorea.or.kr/cms/resource/55/734355_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/734355_image3_1.jpg,126.9923289981,37.4361668563,20191220101842,19744,3,,온온사,6.0,13801
6016,부산광역시 동래구 금강로124번길 23-17,(온천동),6,A02,A0201,A02010700,1608716,12,20120420144943,,,129.0813269842,35.2201077208,20191211135126,18354,6,,온정개건비,6.0,47709
6017,충청남도 아산시 온주길 27,(읍내동),34,A02,A0201,A02010700,1626763,12,20120509172118,http://tong.visitkorea.or.kr/cms/resource/66/1599766_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/1599766_image3_1.jpg,127.0185230803,36.7619174725,20190508161903,17355,9,,온주아문 및 동헌,6.0,31562
6018,서울특별시 종로구 통일로16길 4-1,(무악동),1,A02,A0202,A02020300,2589659,12,20190130142125,,,126.9575837769,37.5757639096,20190130160650,212,23,,올리바인 스파,6.0,03030
6019,서울특별시 송파구 올림픽로 424,(방이동),1,A02,A0202,A02020700,126532,12,20031105000000,http://tong.visitkorea.or.kr/cms/resource/73/722873_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/722873_image3_1.jpg,127.1224425827,37.5194456386,20190930135521,39144,18,,올림픽공원,6.0,05540
6020,서울특별시 송파구 신천동,,1,A02,A0205,A02050100,250131,12,20060728000000,http://tong.visitkorea.or.kr/cms/resource/08/629608_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/629608_image3_1.jpg,127.1053604352,37.5324160470,20191112154656,24028,18,,올림픽대교,6.0,05505
6021,강원도 횡성군 둔내면 경강로궁종1길 121-7,(둔내면),32,A02,A0206,A02060300,2401017,12,20160816103906,,,128.1440891670,37.5091517658,20161018135656,651,18,033-344-4411,올챙이추억전시관,6.0,25266
6022,전라남도 강진군 옴천면 장강로 1445-14,(옴천면),38,A02,A0201,A02010800,337559,12,20071218163547,,,126.7928149058,34.7365467794,20191001101703,18933,1,,옴천사(강진),6.0,59208
6023,대구광역시 동구 입석동,,4,A02,A0203,A02030600,1888656,12,20140123092159,,,128.6466797967,35.8910435489,20191203102820,8514,4,,옹기종기행복마을,6.0,41142
6024,충청남도 태안군 근흥면 가의도리,산 29,34,A01,A0101,A01011600,129131,12,20060711000000,http://tong.visitkorea.or.kr/cms/resource/46/2025546_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2025546_image2_1.jpg,126.0147555169,36.6564900928,20191205133224,21419,14,,옹도 등대,6.0,32133
6025,전라남도 화순군 이서면,(장학리) 일대,38,A01,A0101,A01010400,127340,12,20030512000000,,,127.1326894339,35.1154209628,20180711165401,22490,24,,옹성산,6.0,58102
6026,인천광역시 옹진군 백령면 두무진로 559-3,,2,A01,A0101,A01011100,560996,12,20080519094636,http://tong.visitkorea.or.kr/cms/resource/72/1824172_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1824172_image3_1.jpg,124.6163553056,37.9757770977,20190909170122,27960,9,,옹진 백령도 두무진,6.0,23100
6027,인천광역시 미추홀구 매소홀로 120,(용현동),2,B03,B0305,,128070,12,20040318000000,http://tong.visitkorea.or.kr/cms/resource/69/1824169_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/1824169_image3_1.jpg,126.6367499856,37.4465510005,20190312111941,20491,9,,옹진군,6.0,22193
6028,강원도 원주시 소초면 구룡사로 142,(소초면),32,A02,A0206,A02060300,2396805,12,20160805134017,,,128.0562106506,37.4265346698,20160823170936,494,9,033-732-5726,옻칠기공예관,6.0,26304
6029,서울특별시 종로구 와룡공원길 192,(명륜3가),1,A02,A0202,A02020700,1019041,12,20100511155514,http://tong.visitkorea.or.kr/cms/resource/93/1395493_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/1395493_image3_1.jpg,126.9901581479,37.5912265856,20191224110349,21909,23,,와룡공원,6.0,03063
6030,경상남도 사천시 사남면,", 용현면, 벌용동 일대",36,A01,A0101,A01010400,129535,12,20070504000000,,,128.0919203967,34.9554417175,20180703111411,39412,8,,와룡산,6.0,52536
6031,대구광역시 달서구 선원로33안길 66,(이곡동) 등산로 입구,4,A01,A0101,A01010400,2366455,12,20160204092717,http://tong.visitkorea.or.kr/cms/resource/43/2366143_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2366143_image2_1.jpg,128.5103674020,35.8697101184,20180706091933,4948,2,053-663-2182,와룡산(대구),6.0,42605
6032,전라북도 부안군 변산면 실상길 60,,37,A01,A0101,A01010900,1625089,12,20120508161112,http://tong.visitkorea.or.kr/cms/resource/80/1604280_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/1604280_image3_1.jpg,126.6086562613,35.6284845279,20190131171343,25318,6,063-598-0951,와룡소계곡,6.0,56343
6033,전라북도 진안군 주천면 금평1길 10-8,,37,A02,A0201,A02010700,127008,12,20020612000000,http://tong.visitkorea.or.kr/cms/resource/80/219580_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/219580_image3_1.jpg,127.4294574803,35.9755730816,20180928151234,18130,14,,와룡암,6.0,55402
6034,전라북도 장수군 천천면 비룡로 362,(비룡리),37,A01,A0101,A01010600,126964,12,20030908000000,http://tong.visitkorea.or.kr/cms/resource/65/582765_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/582765_image3_1.jpg,127.4778499249,35.6793492628,20191219173218,50800,11,"063-353-1404, 350-2493",와룡자연휴양림,6.0,55610
6035,경기도 용인시 처인구 해곡로 25-15,,31,A02,A0201,A02010800,127675,12,20030702000000,http://tong.visitkorea.or.kr/cms/resource/35/576335_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/576335_image3_1.jpg,127.2785987413,37.1936500857,20191226174221,44842,23,,와우정사(용인),6.0,17142
6036,경상남도 거제시 일운면 와현해변길,,36,A01,A0101,A01011200,126578,12,20040120000000,http://tong.visitkorea.or.kr/cms/resource/23/749723_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/749723_image3_1.jpg,128.7063483526,34.8135435701,20180611131719,47057,1,,와현모래숲해변,6.0,53329
6037,경상남도 산청군 신등면 신등가회로114번길 61,(신등면),36,A02,A0201,A02010700,1959945,12,20141024105850,,,128.0200487449,35.3844699736,20190423143004,1810,9,,완계서원,6.0,52257
6038,경상북도 영천시 서당길 25-34,(도남동),35,A02,A0201,A02010700,252603,12,20071105000000,,,128.9351114627,35.9366270889,20191029170032,16604,15,,완귀정,6.0,38898
6039,경상북도 예천군 지보면 마산길 313,,35,A02,A0201,A02010700,1959046,12,20141022140614,,,128.3259229292,36.5508986653,20191122152219,2385,16,,완담서원,6.0,36851
6040,전라남도 완도군 소안면 월항길 32,,38,A02,A0203,A02030100,799672,12,20090908115052,http://tong.visitkorea.or.kr/cms/resource/16/786416_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/786416_image3_1.jpg,126.6482323442,34.1919887307,20190905143156,19853,18,,완도 개매기마을,6.0,59164
